,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Acid_HWP,Alkaline_HWP,Neutral_HWP,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_Onset
0,10.1038/s41560-022-01062-1,NY 14260 USA,Univ Buffalo State Univ New York,NATURE ENERGY,67.439,2022-07-21,2,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1038/s41560-022-01062-1,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2019.02.032,Peoples R China,Wuhan Univ Sci & Technol,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2019-05-27,5,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.ijhydene.2019.02.032,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s10853-016-0497-0,Turkey,Sabanci Univ,JOURNAL OF MATERIALS SCIENCE,4.682,2017-02-01,32,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1007/s10853-016-0497-0,NaN,NaN,NaN,B,C,None,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,10.1002/chem.201300319,Peoples R China,Jilin Univ,CHEMISTRY-A EUROPEAN JOURNAL,5.02,2013-08-12,83,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1002/chem.201300319,NaN,NaN,NaN,C,O,Si,W,None,None,None,None,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2016.09.163,England,Univ West England,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2017-03-29,34,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.ijhydene.2016.09.163,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c3cy01025b,India,Natl Chem Lab,CATALYSIS SCIENCE & TECHNOLOGY,6.177,2014-06-18,67,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1039/c3cy01025b,NaN,NaN,NaN,Co,Mn,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.jpowsour.2013.10.096,England,Univ W England,JOURNAL OF POWER SOURCES,9.794,2014-03-01,40,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.jpowsour.2013.10.096,NaN,NaN,NaN,C,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2011.05.042,Finland,Aalto Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2011-09-15,35,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.ijhydene.2011.05.042,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1149/2.051301jes,India,CSIR,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,4.386,2013-02-14,21,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1149/2.051301jes,NaN,NaN,NaN,C,Co,Pt,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,10.1039/d0ta07286a,Peoples R China,East China Univ Sci & Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2020-10-20,8,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1039/d0ta07286a,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apsusc.2016.12.182,Peoples R China,Wuhan Inst Technol,APPLIED SURFACE SCIENCE,7.392,2017-03-22,17,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.apsusc.2016.12.182,NaN,NaN,NaN,P,Pd,V,None,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.3390/catal9050458,Peoples R China,South China Univ Technol,CATALYSTS,4.501,2019-07-09,9,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.3390/catal9050458,NaN,NaN,NaN,C,Fe,Ni,O,Ru,S,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/smll.201803409,Peoples R China,Chinese Acad Sci,SMALL,15.153,2018-12-28,50,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1002/smll.201803409,NaN,NaN,NaN,C,Co,N,Ni,O,Zn,None,None,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1038/s42004-022-00635-1,CA 94305 USA,Stanford Univ,COMMUNICATIONS CHEMISTRY,7.211,2022-03-02,4,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1038/s42004-022-00635-1,NaN,NaN,NaN,N,O,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.3791/62965,Peoples R China,Technol & Higher Educ Inst Hong Kong THEi,JOVE-JOURNAL OF VISUALIZED EXPERIMENTS,1.424,2022-09-23,0,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.3791/62965,NaN,NaN,NaN,C,Co,N,None,None,None,None,None,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1039/d0cp05306f,Peoples R China,Ningbo Univ,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,3.945,2021-03-03,2,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1039/d0cp05306f,NaN,NaN,NaN,C,Co,N,Ni,None,None,None,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1149/08613.0051ecst,Canada,Univ Alberta,NaN,0.0,2018-01-01,2,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1149/08613.0051ecst,NaN,NaN,NaN,None,None,None,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/admi.201801488,India,IISER,ADVANCED MATERIALS INTERFACES,6.389,2019-01-04,26,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1002/admi.201801488,NaN,NaN,NaN,C,F,N,Ti,None,None,None,None,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.proci.2014.06.051,Peoples R China,Huazhong Univ Sci & Technol,PROCEEDINGS OF THE COMBUSTION INSTITUTE,6.535,2015-01-01,80,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.proci.2014.06.051,NaN,NaN,NaN,Cl,Hg,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2021.06.235,Turkey,Sabanci Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2021-09-06,0,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.ijhydene.2021.06.235,NaN,NaN,NaN,Ce,N,O,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c4cc07677j,Peoples R China,Chinese Acad Sci,CHEMICAL COMMUNICATIONS,6.065,2015-02-25,46,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1039/c4cc07677j,NaN,NaN,NaN,C,Fe,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.17344/acsi.2021.6843,India,North Eastern Hill Univ,ACTA CHIMICA SLOVENICA,1.524,2022-02-23,0,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.17344/acsi.2021.6843,NaN,NaN,NaN,Fe,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acscatal.9b00800,NM 88003 USA,New Mexico State Univ,ACS CATALYSIS,13.7,2019-06-26,45,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1021/acscatal.9b00800,NaN,NaN,NaN,O,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/aenm.201803689,Peoples R China,Hong Kong Univ Sci & Technol,ADVANCED ENERGY MATERIALS,29.698,2019-03-22,162,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1002/aenm.201803689,NaN,NaN,NaN,C,Co,Cr,Fe,N,Ni,Rh,V,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/anie.202012798,Peoples R China,Tsinghua Univ,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,2020-12-22,207,NaN,0.92,NaN,"Co-1-N3PS/HC exhibits outstanding alkaline ORR activity with a half-wave potential of 0.920 V and superior ORR kinetics with record-level kinetic current density and an ultralow Tafel slope of 31 mV dec(-1), exceeding that of Pt/C and almost all non-precious ORR electrocatalysts","Normal,only alkaline.",0,0,0,C,Co,None,None,None,None,None,None,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ces.2016.04.026,IL 60616 USA,IIT,CHEMICAL ENGINEERING SCIENCE,4.889,2016-11-02,9,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.ces.2016.04.026,NaN,NaN,NaN,I,None,None,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.surfin.2018.04.002,India,Natl Inst Technol,SURFACES AND INTERFACES,6.137,2018-07-30,10,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.surfin.2018.04.002,NaN,NaN,NaN,C,Co,None,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/S0022-0728(97)00154-X,CA 91125 USA,CALTECH,JOURNAL OF ELECTROANALYTICAL CHEMISTRY,2.58,1997-06-30,28,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/S0022-0728(97)00154-X,NaN,NaN,NaN,C,Co,I,O,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10.1039/c3nr04663j,Peoples R China,Shanghai Jiao Tong Univ,NANOSCALE,8.307,2014-02-19,33,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1039/c3nr04663j,NaN,NaN,NaN,C,O,None,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,10.1039/c9nj03623g,NaN,NaN,NaN,0.0,NaN,0,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1039/c9nj03623g,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
