,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Acid_HWP,Alkaline_HWP,Neutral_HWP,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_Onset
0,10.1021/nn502247x,NaN,NaN,NaN,0.0,NaN,0,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1021/nn502247x,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c9ta04374h,Peoples R China,Shenzhen Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2019-08-13,33,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1039/c9ta04374h,NaN,NaN,NaN,C,Mo,None,None,None,None,None,None,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.aca.2018.07.065,Peoples R China,Shanghai Univ,ANALYTICA CHIMICA ACTA,6.911,2018-12-28,38,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.aca.2018.07.065,NaN,NaN,NaN,Ag,Au,Co,O,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,10.6023/A20100478,Peoples R China,Dalian Univ Technol,ACTA CHIMICA SINICA,2.789,2021-05-11,4,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.6023/A20100478,NaN,NaN,NaN,Ag,B,C,N,Na,Ni,O,None,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1021/acsami.0c19948,Peoples R China,Dalian Univ Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,2021-03-14,5,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1021/acsami.0c19948,NaN,NaN,NaN,Bi,Fe,K,O,V,None,None,None,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.fuproc.2014.03.022,Peoples R China,Shaanxi Normal Univ,FUEL PROCESSING TECHNOLOGY,8.129,2014-09-01,62,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.fuproc.2014.03.022,NaN,NaN,NaN,C,Ce,Ni,O,Zr,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2020.118967,Peoples R China,Soochow Univ,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2020-05-29,59,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.apcatb.2020.118967,NaN,NaN,NaN,C,Co,Fe,N,Ni,Zn,None,None,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1007/s10854-022-08674-z,India,Vidya Pratisthans Arts Sci & Commerce Coll,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS,2.779,2022-07-29,0,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1007/s10854-022-08674-z,NaN,NaN,NaN,Ni,O,S,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10.1021/jp012670c,Mexico,Univ Nacl Autonoma Mexico,JOURNAL OF PHYSICAL CHEMISTRY B,3.466,2002-03-14,133,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1021/jp012670c,NaN,NaN,NaN,N,O,None,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.jpowsour.2009.11.112,Peoples R China,Chinese Acad Sci,JOURNAL OF POWER SOURCES,9.794,2010-05-15,55,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.jpowsour.2009.11.112,NaN,NaN,NaN,C,Co,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10.1039/b507816d,Sri Lanka,Inst Fundamental Studies,PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES,4.328,2005-01-01,259,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1039/b507816d,NaN,NaN,NaN,Cu,O,Ti,None,None,None,None,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2021.120314,Peoples R China,Mongolia Univ,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2021-06-25,20,NaN,NaN,NaN,"Impressively, the as-prepared CoFe@Fe3N-CNT catalyst manifests a prominent stability and catalytic performance towards the oxygen reduction reaction (ORR), as demonstrated by an ultrahigh half-wave potential (E1/2) of 0.936 V, which is the best ORR spinel-based catalysts",No pH key word.10.1016/j.apcatb.2021.120314,NaN,NaN,NaN,C,Co,Fe,N,O,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.apcatb.2021.120021,Peoples R China,Shanghai Univ,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2021-04-08,37,NaN,NaN,NaN,"In this paper, a novel dual-site electro-catalyst with atomically dispersed Fe/Mn-N-x-C dual metal sites embedded in N-doped carbon matrix is successfully designed and synthesized, which exhibits a state-of-the-art oxygen reduction reaction (ORR) activity with a half-wave potential (E-1/2) of 0.88 V (vs",No pH key word.10.1016/j.apcatb.2021.120021,NaN,NaN,NaN,C,Mn,N,O,Zn,None,None,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.ijhydene.2013.12.078,Spain,CSIC,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2014-05-15,64,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.ijhydene.2013.12.078,NaN,NaN,NaN,C,Co,Fe,Mn,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/slct.201900681,India,Ahmedabad Univ,CHEMISTRYSELECT,2.307,2019-06-25,13,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1002/slct.201900681,NaN,NaN,NaN,Cu,None,None,None,None,None,None,None,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/anie.201810960,Israel,Technion Israel Inst Technol,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,2019-01-11,41,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1002/anie.201810960,NaN,NaN,NaN,C,Fe,Mo,N,None,None,None,None,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/adma.200602474,England,Univ Warwick,ADVANCED MATERIALS,32.086,2007-12-17,27,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1002/adma.200602474,NaN,NaN,NaN,O,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1016/j.electacta.2014.06.065,Peoples R China,Xiamen Univ,ELECTROCHIMICA ACTA,7.336,2014-08-20,90,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.electacta.2014.06.065,NaN,NaN,NaN,C,Co,Se,None,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,10.1039/c5cy00088b,Japan,Univ Tokyo,CATALYSIS SCIENCE & TECHNOLOGY,6.177,2015-05-28,24,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1039/c5cy00088b,NaN,NaN,NaN,N,O,Ta,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.3365/KJMM.2021.59.10.683,South Korea,Hankyong Natl Univ,KOREAN JOURNAL OF METALS AND MATERIALS,1.324,2021-09-17,0,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.3365/KJMM.2021.59.10.683,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/ic501695n,KY 40292 USA,Univ Louisville,INORGANIC CHEMISTRY,5.436,2014-12-31,11,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1021/ic501695n,NaN,NaN,NaN,Ru,S,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/slct.201900690,Peoples R China,East China Univ Sci & Technol,CHEMISTRYSELECT,2.307,2019-05-27,6,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1002/slct.201900690,NaN,NaN,NaN,C,Fe,N,None,None,None,None,None,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1038/srep43447,Peoples R China,Shanghai Jiao Tong Univ,SCIENTIFIC REPORTS,4.996,2017-03-02,35,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1038/srep43447,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jcis.2019.04.093,Peoples R China,Zhejiang Normal Univ,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,2019-09-04,10,NaN,0.89,NaN,"The as-prepared PdAu NDs exhibited dramatically enhanced catalytic properties towards oxygen reduction reaction (ORR) under the alkaline conditions, showing the more positive half-wave potential (0.890 V) relative to commercial Pd black (0.808 V), coupled with the 8.3-fold enlargement in mass activity (MA)","Normal,only alkaline.",0,1,0,Au,Pd,None,None,None,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1039/d1gc03523a,Peoples R China,Shenzhen Univ,GREEN CHEMISTRY,11.034,2021-12-22,0,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1039/d1gc03523a,NaN,NaN,NaN,C,O,Pt,Rh,Ru,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/cssc.201802500,Turkey,Bilkent Univ,CHEMSUSCHEM,9.14,2019-05-27,40,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1002/cssc.201802500,NaN,NaN,NaN,C,N,Ni,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,10.1021/acsami.1c08300,NaN,NaN,ACS applied materials & interfaces,10.383,2021-07-13,2,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1021/acsami.1c08300,NaN,NaN,NaN,Li,O,Zn,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cplett.2021.138614,Iran,Iran Univ Sci & Technol,CHEMICAL PHYSICS LETTERS,2.719,2021-06-08,2,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.cplett.2021.138614,NaN,NaN,NaN,C,Li,N,O,P,S,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acs.est.1c01277,Peoples R China,Sun Yat Sen Univ,ENVIRONMENTAL SCIENCE & TECHNOLOGY,11.357,2021-07-21,23,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1021/acs.est.1c01277,NaN,NaN,NaN,C,Fe,O,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1021/jp409220p,Czech Republic,Charles Univ Prague,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,2014-02-12,62,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1021/jp409220p,NaN,NaN,NaN,Ce,Cu,O,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c9ta03504d,Peoples R China,Chinese Acad Sci,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2019-07-24,40,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1039/c9ta03504d,NaN,NaN,NaN,C,N,O,Sn,None,None,None,None,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/anie.201204180,England,Univ Cambridge,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,2012-01-01,104,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1002/anie.201204180,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsami.0c10151,England,UCL,ACS APPLIED MATERIALS & INTERFACES,10.383,2020-10-20,21,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1021/acsami.0c10151,NaN,NaN,NaN,None,None,None,None,None,None,None,None,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.electacta.2018.10.139,Peoples R China,Nanjing Univ Sci & Technol,ELECTROCHIMICA ACTA,7.336,2019-01-10,17,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.electacta.2018.10.139,NaN,NaN,NaN,C,Co,Fe,Li,N,O,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acs.jpcc.7b04551,Peoples R China,Beijing Inst Technol,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,2017-09-21,30,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1021/acs.jpcc.7b04551,NaN,NaN,NaN,C,N,S,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.jpowsour.2009.08.016,Japan,Daido Univ,JOURNAL OF POWER SOURCES,9.794,2010-02-15,35,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.jpowsour.2009.08.016,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acscatal.9b01551,Peoples R China,Beijing Normal Univ,ACS CATALYSIS,13.7,2019-10-22,29,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1021/acscatal.9b01551,NaN,NaN,NaN,N,O,Ti,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jcat.2007.02.015,England,Univ London Birkbeck Coll,JOURNAL OF CATALYSIS,8.047,2007-05-15,16,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.jcat.2007.02.015,NaN,NaN,NaN,Fe,Sb,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/ft9918703275,"UNIV COLL SWANSEA,DEPT CHEM,SINGLETON PK,SWANSEA SA2 8PP,W GLAM,WALES","UNIV COLL SWANSEA,DEPT CHEM,SINGLETON PK,SWANSEA SA2 8PP,W GLAM,WALES",JOURNAL OF THE CHEMICAL SOCIETY-FARADAY TRANSACTIONS,1.848,1991-10-07,12,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1039/ft9918703275,NaN,NaN,NaN,Ce,Cl,I,Ir,O,Ru,Ti,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.matlet.2021.129561,NaN,NaN,NaN,0.0,NaN,0,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.matlet.2021.129561,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
