,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Acid_HWP,Alkaline_HWP,Neutral_HWP,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_Onset
0,10.1002/er.4888,Peoples R China,Xidian Univ,INTERNATIONAL JOURNAL OF ENERGY RESEARCH,4.672,2019-11-07,4,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1002/er.4888,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1039/b316543d,Hungary,Hungarian Acad Sci,DALTON TRANSACTIONS,4.569,2004-01-01,53,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1039/b316543d,NaN,NaN,NaN,O,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s10562-012-0862-9,Germany,Tech Univ Berlin,CATALYSIS LETTERS,2.936,2012-11-19,26,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1007/s10562-012-0862-9,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2018.03.110,Peoples R China,Beijing Univ Chem Technol,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2018-12-28,36,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.ijhydene.2018.03.110,NaN,NaN,NaN,Co,Mo,Ni,S,None,None,None,None,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,10.1016/j.ijhydene.2022.02.211,Peoples R China,Taiyuan Univ Technol,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2022-07-18,1,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.ijhydene.2022.02.211,NaN,NaN,NaN,Fe,Ni,S,V,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1002/cctc.201801312,India,Indian Assoc Cultivat Sci,CHEMCATCHEM,5.497,2019-02-13,48,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1002/cctc.201801312,NaN,NaN,NaN,Ir,N,O,Pt,Sn,None,None,None,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1016/j.jpowsour.2015.04.079,Norway,Norwegian Univ Sci & Technol,JOURNAL OF POWER SOURCES,9.794,2015-06-25,21,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.jpowsour.2015.04.079,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1142/S1793292020500708,Peoples R China,Sichuan Univ Sci & Engn,NANO,1.438,2020-08-03,5,NaN,0.86,NaN,The optimized catalyst Fe@NCG shows remarkable ORR/OER bifunctional catalytic activity with a half-wave potential of 0.86 V for ORR and a moderate potential difference of 0.85 V in alkaline medium,"Normal,only alkaline.",0,1,0,C,Fe,N,None,None,None,None,None,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/smll.201804224,Australia,Univ Adelaide,SMALL,15.153,2019-03-19,55,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1002/smll.201804224,NaN,NaN,NaN,C,N,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.4028/www.scientific.net/AMR.445.899,Malaysia,Int Islamic Univ Malaysia,NaN,0.0,2012-12-05,1,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.4028/www.scientific.net/AMR.445.899,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c5ta04964d,Peoples R China,Guangzhou Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2015-01-01,38,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1039/c5ta04964d,NaN,NaN,NaN,C,Mn,O,Ti,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1039/c6ta05284c,Peoples R China,Xi An Jiao Tong Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2016-10-05,24,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1039/c6ta05284c,NaN,NaN,NaN,None,None,None,None,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s10008-019-04417-z,Italy,Politecn Torino,JOURNAL OF SOLID STATE ELECTROCHEMISTRY,2.747,2019-11-25,3,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1007/s10008-019-04417-z,NaN,NaN,NaN,Co,Li,O,P,V,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1039/c6qm00168h,Singapore,Nanyang Technol Univ,MATERIALS CHEMISTRY FRONTIERS,8.683,2017-11-19,52,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1039/c6qm00168h,NaN,NaN,NaN,C,Fe,O,Zn,None,None,None,None,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1142/S1793292019500280,Peoples R China,Hunan Univ Sci & Technol,NANO,1.438,2019-04-12,12,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1142/S1793292019500280,NaN,NaN,NaN,C,K,N,O,Zn,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1007/s11696-017-0139-2,Slovakia,Fac Chem & Food Technol STU Bratislava,CHEMICAL PAPERS,2.146,2017-08-01,0,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1007/s11696-017-0139-2,NaN,NaN,NaN,N,O,None,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s40843-019-9460-9,Peoples R China,Guizhou Univ,SCIENCE CHINA-MATERIALS,8.64,2019-11-28,22,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1007/s40843-019-9460-9,NaN,NaN,NaN,Br,C,Cu,O,Pt,None,None,None,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1149/2.0881904jes,Germany,Fraunhofer Inst Solar Energy Syst ISE,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,4.386,2019-03-19,15,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1149/2.0881904jes,NaN,NaN,NaN,C,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,10.1021/acsaem.0c02326,Japan,Kyoto Univ,ACS APPLIED ENERGY MATERIALS,6.959,2021-03-18,6,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1021/acsaem.0c02326,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/adfm.201605672,Italy,CNR,ADVANCED FUNCTIONAL MATERIALS,19.924,2017-02-17,61,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1002/adfm.201605672,NaN,NaN,NaN,C,N,None,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,10.1039/c7ta11140a,Peoples R China,Beijing Univ Chem Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2018-12-28,104,0.85,NaN,NaN,"The Co/NCNT/NG heterostructure catalyst shows not only a positive half-wave potential of 0.85 V (versus RHE) and long-term stability for the ORR, but also a low overpotential of 123 mV at a current density of 10 mA cm(-2) and ultrahigh stability in 0.5 M H2SO4 for the HER","Normal,only acid.",0,0,0,C,Co,N,Zn,None,None,None,None,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2005.02.006,Portugal,Univ Nova Lisboa,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2005-08-08,22,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.apcatb.2005.02.006,NaN,NaN,NaN,Ba,C,Cu,Fe,Mg,Mn,N,Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apsusc.2019.144511,Romania,RD Inst Cryogen & Isotop Technol ICSI,APPLIED SURFACE SCIENCE,7.392,2019-12-30,10,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.apsusc.2019.144511,NaN,NaN,NaN,None,None,None,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.seppur.2016.07.031,NaN,NaN,NaN,0.0,NaN,0,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.seppur.2016.07.031,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apsusc.2017.12.153,India,SRM Univ,APPLIED SURFACE SCIENCE,7.392,2018-07-24,11,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.apsusc.2017.12.153,NaN,NaN,NaN,Co,O,None,None,None,None,None,None,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,10.1016/j.nanoen.2020.105388,Peoples R China,Jinan Univ,NANO ENERGY,19.069,2021-01-11,38,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.nanoen.2020.105388,NaN,NaN,NaN,Br,C,Cs,O,Pb,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2017.11.123,Canada,Univ Toronto,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2018-04-27,11,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.ijhydene.2017.11.123,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.biortech.2012.10.125,Spain,Univ Barcelona,BIORESOURCE TECHNOLOGY,11.889,2013-04-03,29,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.biortech.2012.10.125,NaN,NaN,NaN,Co,Ir,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s11356-018-1571-8,Peoples R China,South China Univ Technol,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,5.19,2018-12-28,9,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1007/s11356-018-1571-8,NaN,NaN,NaN,O,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cjche.2019.11.014,Peoples R China,Nanjing Tech Univ,CHINESE JOURNAL OF CHEMICAL ENGINEERING,3.898,2020-08-19,4,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.cjche.2019.11.014,NaN,NaN,NaN,N,O,P,None,None,None,None,None,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2021.133541,Peoples R China,Hunan Univ,CHEMICAL ENGINEERING JOURNAL,16.744,2022-04-18,0,NaN,0.852,NaN,"Benefiting from the special hierarchical porous morphology, the dual-function catalytic activity of Co-CoF2 heterojunctions and existence of Co-N-x species, the as-obtained PCF@CCFCNT composites exhibit excellent performance in the oxygen evolution reaction (eta = 300 mV@10 mA cm(-2)), as well as outstanding oxygen reduction reaction performance in alkaline medium (E-1/2 = 0.852 V, vs RHE)","Normal,only alkaline.",0,0,0,C,F,P,Zn,None,None,None,None,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c2sc21400h,CA 92697 USA,Univ Calif Irvine,CHEMICAL SCIENCE,9.969,2013-01-01,74,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1039/c2sc21400h,NaN,NaN,NaN,Ba,Ca,Sr,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c5gc02530c,Peoples R China,Univ Sci & Technol China,GREEN CHEMISTRY,11.034,2016-01-01,123,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1039/c5gc02530c,NaN,NaN,NaN,C,Pd,None,None,None,None,None,None,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2017.08.043,Peoples R China,Univ Hong Kong,CHEMICAL ENGINEERING JOURNAL,16.744,2017-12-15,40,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.cej.2017.08.043,NaN,NaN,NaN,Hg,N,O,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2018.06.016,Peoples R China,Taiyuan Univ Technol,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2018-12-28,1,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.ijhydene.2018.06.016,NaN,NaN,NaN,Ag,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jpowsour.2005.01.083,South Korea,Korea Inst Energy Res,JOURNAL OF POWER SOURCES,9.794,2005-08-18,56,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.jpowsour.2005.01.083,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.electacta.2014.09.012,CA 93106 USA,Univ CA,ELECTROCHIMICA ACTA,7.336,2014-12-10,19,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.electacta.2014.09.012,NaN,NaN,NaN,C,Rh,S,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
