,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Acid_OVP,Alkaline_OVP,Neutral_OVP,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_OER
0,10.1246/cl.2009.346,Japan,Natl Inst Adv Ind Sci & Technol,CHEMISTRY LETTERS,1.715,2009-04-05,18,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1246/cl.2009.346,NaN,NaN,NaN,C,None,None,None,None,None,None,None,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.3390/antiox9020153,Hungary,Univ Szeged,ANTIOXIDANTS,7.675,2020-04-02,14,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.3390/antiox9020153,NaN,NaN,NaN,None,None,None,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c8ta01849a,Peoples R China,Chinese Acad Sci,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2018-12-28,19,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c8ta01849a,NaN,NaN,NaN,Ni,P,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/acsaem.8b00829,Japan,Osaka Univ,ACS APPLIED ENERGY MATERIALS,6.959,2019-03-01,66,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acsaem.8b00829,NaN,NaN,NaN,N,P,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/acssuschemeng.7b03954,Peoples R China,Shandong Univ,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,2018-12-28,37,NaN,NaN,NaN,"Ni2P nanoparticles from Ni(acac)(2) require overpotentials of only 102 mV to reach 10 mA cm(-2) with a small Tafel slope of 46 mV dec(-1), showing its best activity among those tested catalysts",No pH key word.10.1021/acssuschemeng.7b03954,NaN,NaN,NaN,Cl,Ni,O,P,S,None,None,None,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,10.1016/j.jhazmat.2016.03.089,Australia,Curtin Univ,JOURNAL OF HAZARDOUS MATERIALS,14.224,2016-08-15,259,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jhazmat.2016.03.089,NaN,NaN,NaN,C,Co,Fe,N,Ni,O,S,None,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2020.125069,Peoples R China,Qingdao Univ Sci & Technol,CHEMICAL ENGINEERING JOURNAL,16.744,2020-10-13,31,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.cej.2020.125069,NaN,NaN,NaN,Co,Fe,S,None,None,None,None,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,10.1002/app.42556,Japan,Osaka Univ,JOURNAL OF APPLIED POLYMER SCIENCE,3.057,2015-07-29,12,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/app.42556,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1038/NCHEM.1049,Australia,Monash Univ,NATURE CHEMISTRY,24.274,2011-06-01,427,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1038/NCHEM.1049,NaN,NaN,NaN,Ca,I,Mn,O,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,10.4191/kcers.2017.54.1.12,South Korea,Seoul Natl Univ,JOURNAL OF THE KOREAN CERAMIC SOCIETY,2.506,2018-12-28,20,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.4191/kcers.2017.54.1.12,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/anie.201406848,Peoples R China,Changchun Inst Appl Chem,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,2014-11-17,751,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/anie.201406848,NaN,NaN,NaN,Fe,O,P,Ti,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c5cc04322k,Peoples R China,Beijing Univ Chem Technol,CHEMICAL COMMUNICATIONS,6.065,2015-01-01,11,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c5cc04322k,NaN,NaN,NaN,C,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/jp406280x,CO 80401 USA,Colorado Sch Mines,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,2014-02-26,70,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/jp406280x,NaN,NaN,NaN,Si,None,None,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/jp067254c,Japan,Univ Tokyo,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,2007-03-29,83,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/jp067254c,NaN,NaN,NaN,Ge,N,O,Ru,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1515/ijcre-2014-0135,NaN,NaN,NaN,0.0,NaN,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1515/ijcre-2014-0135,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/cssc.201900844,Peoples R China,Univ Macau,CHEMSUSCHEM,9.14,2019-08-16,54,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/cssc.201900844,NaN,NaN,NaN,C,N,S,W,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1038/s41467-019-12831-0,Scotland,Univ Glasgow,NATURE COMMUNICATIONS,17.694,2019-11-08,61,NaN,NaN,NaN,"As a result, the overpotential required to maintain a current density of 10 mA cm(-2) decreases from 320 mV to just 178 mV",No pH key word.10.1038/s41467-019-12831-0,NaN,NaN,NaN,Te,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c6cp04525a,England,Univ Liverpool,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,3.945,2016-09-28,66,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c6cp04525a,NaN,NaN,NaN,C,N,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jallcom.2021.161962,Peoples R China,Jinan Univ,JOURNAL OF ALLOYS AND COMPOUNDS,6.371,2021-10-24,9,NaN,NaN,NaN,"In addition, sample CoS2/MoS2 /NC-25% exhibited the lowest onset potential of 51 mV, the lowest potential of 215 mV at 10 mA cm(-2), and the smallest Tafel slope of 80.0 mV dec(-1)",No pH key word.10.1016/j.jallcom.2021.161962,NaN,NaN,NaN,C,Co,Mo,N,S,None,None,None,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.ceramint.2018.05.168,Peoples R China,Jilin Univ,CERAMICS INTERNATIONAL,5.532,2018-12-28,2,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ceramint.2018.05.168,NaN,NaN,NaN,C,Dy,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,10.5599/jese.1446,Saudi Arabia,King Fahd Univ Petr & Minerals,JOURNAL OF ELECTROCHEMICAL SCIENCE AND ENGINEERING,0.23,2022-08-26,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.5599/jese.1446,NaN,NaN,NaN,C,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.nanoen.2021.106714,Peoples R China,Qingdao Univ,NANO ENERGY,19.069,2021-11-26,12,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.nanoen.2021.106714,NaN,NaN,NaN,C,F,La,N,O,S,V,None,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2021.119960,Peoples R China,Zhengzhou Univ,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2021-04-16,29,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apcatb.2021.119960,NaN,NaN,NaN,C,Cu,O,Ru,Ti,None,None,None,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.4491/KSEE.2019.41.3.132,NaN,NaN,NaN,0.0,2019-04-25,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.4491/KSEE.2019.41.3.132,NaN,NaN,NaN,C,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2014.06.120,Peoples R China,Shanghai Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2014-09-17,35,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2014.06.120,NaN,NaN,NaN,Ag,C,Ni,O,Pd,Ru,None,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,10.1016/j.cej.2021.133651,Peoples R China,Sichuan Univ,CHEMICAL ENGINEERING JOURNAL,16.744,2022-04-23,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.cej.2021.133651,NaN,NaN,NaN,C,Ni,O,P,None,None,None,None,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d1qi00902h,Peoples R China,Wuhan Univ Technol,INORGANIC CHEMISTRY FRONTIERS,7.779,2021-12-11,4,NaN,NaN,NaN,"The 3CNT/CNF-240C electrode only needs a low overpotential of 280 mV to attain an anodic current density of 10 mA cm(-2), and shows fast kinetics for the OER with a small Tafel slop of 19.4 mV dec(-1)",No pH key word.10.1039/d1qi00902h,NaN,NaN,NaN,Co,Ni,O,Te,None,None,None,None,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,10.1016/j.matchemphys.2009.02.053,Serbia,Univ Belgrade,MATERIALS CHEMISTRY AND PHYSICS,4.778,2009-07-15,32,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.matchemphys.2009.02.053,NaN,NaN,NaN,Pb,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/anie.202017102,Peoples R China,Zhengzhou Univ,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,2021-03-14,118,49.0,51.0,NaN,"The catalyst prepared under optimized conditions displayed outstanding stability and activity: the overpotential for the HER at a current density of 10 mA cm(-2) was as low as 51 and 49 mV under alkaline and acidic conditions, respectively","Normal,acid and alkaline.",0,0,0,C,Co,P,Ru,None,None,None,None,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2010.09.011,France,Univ Strasbourg,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2010-11-22,142,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apcatb.2010.09.011,NaN,NaN,NaN,Fe,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/jacs.5b12363,NC 27599 USA,Univ N Carolina,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,2016-02-24,58,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/jacs.5b12363,NaN,NaN,NaN,C,O,Ru,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsami.2c0032622030,Peoples R China,Henan Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,2022-07-17,1,NaN,NaN,NaN,"The obtained hybrid catalyst exhibited excellent OER and HER catalytic activity, and the OER potential was only 15 mV at 10 mA cm-2 higher than that of noble metal oxide (RuO2)",No pH key word.10.1021/acsami.2c0032622030,NaN,NaN,NaN,C,Co,O,Ru,S,W,None,None,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,10.1080/02670836.2022.2062644,Peoples R China,Fudan Univ,MATERIALS SCIENCE AND TECHNOLOGY,2.06,2022-05-05,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1080/02670836.2022.2062644,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsnano.7b00704,TX 77005 USA,Rice Univ,ACS NANO,18.027,2017-04-01,89,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acsnano.7b00704,NaN,NaN,NaN,Fe,Mn,O,P,Ti,None,None,None,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.3390/mi12111412,VT 05401 USA,Univ Vermont,MICROMACHINES,3.523,2021-12-10,2,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.3390/mi12111412,NaN,NaN,NaN,O,Ru,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acssuschemeng.7b02093,Peoples R China,Univ Jinan,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,2017-11-01,82,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acssuschemeng.7b02093,NaN,NaN,NaN,Co,Mo,O,Ti,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1016/j.matlet.2021.131470,Peoples R China,Hebei Univ Sci & Technol,MATERIALS LETTERS,3.574,2022-01-07,0,NaN,NaN,NaN,"The electrochemical studies illustrate that Ni2Fe1-LDHs catalyst with the optimum Ni/Fe ratio shows excellent low overpotential of 245 mV at 10 mA cm(-2) and the Tafel slope of 57 mV dec(-1) , superior to commercial IrO2 and most reported the Ni, Fe based LDH OER electrocatalysts previously, indicating its enormous potential as a low-cost and efficient electrocatalyst for OER",No pH key word.10.1016/j.matlet.2021.131470,NaN,NaN,NaN,Fe,Ni,None,None,None,None,None,None,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/cssc.201800961,Peoples R China,Lanzhou Univ,CHEMSUSCHEM,9.14,2018-12-28,31,NaN,285.0,NaN,"All these lead to a high specific surface area of 240.67 m(2)g(-1), favorable stability, and remarkable OER activities with an overpotential of only 285 mV at a current density of 10 mAcm(-2) and a Tafel slope of 51.09 mVdec(-1) in 1.0 m KOH electrolyte, which is even superior to commercial IrO2 catalysts","Normal,only alkaline.",1,0,0,C,Co,Fe,None,None,None,None,None,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1021/es3008497,MI 48824 USA,Michigan State Univ,ENVIRONMENTAL SCIENCE & TECHNOLOGY,11.357,2012-07-17,22,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/es3008497,NaN,NaN,NaN,N,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
