Warning_OER,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Acid_OVP,Alkaline_OVP,Neutral_OVP,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_OER
0,10.1002/jctb.6182,Iran,Isfahan Univ Technol,JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY,3.709,10/11/2019,3,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/jctb.6182,NaN,NaN,NaN,Ag,O,Sr,Ti,None,None,None,None,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,10.1021/acsami.8b04783,Peoples R China,Jiangsu Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,12/28/2018,67,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acsami.8b04783,NaN,NaN,NaN,B,C,N,None,None,None,None,None,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.4028/www.scientific.net/AMR.222.305,Japan,Shizuoka Univ,NaN,0,9/1/2011,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.4028/www.scientific.net/AMR.222.305,NaN,NaN,NaN,C,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.34133/2020/9167829,CA 95064 USA,Univ Calif Santa Cruz,RESEARCH,11.036,11/20/2020,11,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.34133/2020/9167829,NaN,NaN,NaN,C,Co,N,None,None,None,None,None,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.mssp.2019.104742,India,Univ Kerala,MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING,4.644,11/12/2019,17,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.mssp.2019.104742,NaN,NaN,NaN,Ni,O,P,None,None,None,None,None,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c3cy00207a,Sweden,Royal Inst Technol KTH,CATALYSIS SCIENCE & TECHNOLOGY,6.177,1/1/2013,240,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c3cy00207a,NaN,NaN,NaN,Mo,S,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/fuce.200800101,Peoples R China,S China Univ Technol,FUEL CELLS,2.948,10/1/2009,15,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/fuce.200800101,NaN,NaN,NaN,C,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,10.3390/molecules190915339,Poland,Gdansk Univ Technol,MOLECULES,4.927,9/1/2014,28,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.3390/molecules190915339,NaN,NaN,NaN,Cd,K,Mo,O,S,Ta,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.1002/aenm.201801127,Singapore,Nanyang Technol Univ,ADVANCED ENERGY MATERIALS,29.698,12/28/2018,137,NaN,NaN,NaN,"When integrated for overall water splitting, the Ni0.7Fe0.3PS3@MXene parallel to Ni0.9Fe0.1PS3@MXene couple shows a low onset potential of 1.42 V and needs only 1.65 V to reach a current density of 10 mA cm(-2), which is better than the all noble metal IrO2 parallel to Pt/C electrocatalyst (1.71 mV@10 mA cm(-2))",No pH key word.10.1002/aenm.201801127,NaN,NaN,NaN,Fe,Ni,None,None,None,None,None,None,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/adma.201706287,Australia,Curtin Univ,ADVANCED MATERIALS,32.086,12/28/2018,384,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/adma.201706287,NaN,NaN,NaN,C,Co,Fe,N,Ni,O,Pt,S,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10.1039/c2cy20027a,Peoples R China,Xiamen Univ,CATALYSIS SCIENCE & TECHNOLOGY,6.177,1/1/2012,230,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c2cy20027a,NaN,NaN,NaN,C,Cd,S,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1016/j.jcou.2020.101405,GA 30332 USA,Georgia Inst Technol,JOURNAL OF CO2 UTILIZATION,8.321,4/26/2021,14,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jcou.2020.101405,NaN,NaN,NaN,B,C,Fe,O,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.1002/aenm.202102134,Peoples R China,Fudan Univ,ADVANCED ENERGY MATERIALS,29.698,10/19/2021,26,NaN,120,NaN,"As a result, the as-developed Co/CoP@HOMC composites exhibit outstanding catalytic activity with overpotentials of only 120 and 260 mV at 10 mA cm(-2) for the hydrogen evolution reaction and oxygen evolution reaction in 1.0 m KOH, respectively","Normal,only alkaline.",1,1,0,C,Co,O,P,None,None,None,None,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,10.1002/aenm.202102134,Peoples R China,Fudan Univ,ADVANCED ENERGY MATERIALS,29.698,10/19/2021,26,NaN,NaN,NaN,"Moreover, an alkaline electrolyzer constructed by Co/CoP@HOMC requires an ultralow cell voltage of 1.54 V to achieve 10 mA cm(-2), outperforming that of the Pt@C||IrO2@C couple (1.64 V).",Error in finding OVP values.10.1002/aenm.202102134,NaN,NaN,NaN,C,Ir,O,Pt,None,None,None,None,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,10.11862/CJIC.2019.266,Peoples R China,Liaoning Shihua Univ,CHINESE JOURNAL OF INORGANIC CHEMISTRY,0.827,4/29/2020,4,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.11862/CJIC.2019.266,NaN,NaN,NaN,C,Co,N,O,S,None,None,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10.1002/adfm.201909889,Peoples R China,Beijing Univ Chem Technol,ADVANCED FUNCTIONAL MATERIALS,19.924,2/10/2020,21,NaN,NaN,NaN,"In particular, the as-synthesized Co0.7Fe0.3CB exhibits a small overpotential of 295 mV and 350 mV at the current density of 10 mA cm(-2) and 100 mA cm(-2), respectively, which exceeds commercial 40 wt% IrO2/CB and most reported non-noble metal-based OER catalysts",No pH key word.10.1002/adfm.201909889,NaN,NaN,NaN,B,C,Ca,Co,Fe,N,O,None,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10.1007/s42114-022-00521-3,Peoples R China,Nanjing Univ Sci Technol,ADVANCED COMPOSITES AND HYBRID MATERIALS,11.806,7/13/2022,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1007/s42114-022-00521-3,NaN,NaN,NaN,O,Ru,None,None,None,None,None,None,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10.1021/acscatal.1c03502,Spain,Barcelona Inst Sci & Technol BIST,ACS CATALYSIS,13.7,12/1/2021,2,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acscatal.1c03502,NaN,NaN,NaN,Cl,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1039/d1gc00914a,Peoples R China,Renmin Univ China,GREEN CHEMISTRY,11.034,6/1/2021,51,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d1gc00914a,NaN,NaN,NaN,C,F,O,P,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1039/d0tc06095j,Peoples R China,Wuhan Univ Technol,JOURNAL OF MATERIALS CHEMISTRY C,8.067,4/24/2021,16,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d0tc06095j,NaN,NaN,NaN,C,Mo,O,S,Ti,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.1021/acsami.8b13472,Peoples R China,Chinese Acad Sci,ACS APPLIED MATERIALS & INTERFACES,10.383,12/28/2018,51,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acsami.8b13472,NaN,NaN,NaN,Au,None,None,None,None,None,None,None,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.apsusc.2018.07.012,Peoples R China,Univ Shanghai Sci & Technol,APPLIED SURFACE SCIENCE,7.392,12/28/2018,50,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apsusc.2018.07.012,NaN,NaN,NaN,Cd,Mn,S,None,None,None,None,None,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2011.11.128,Iran,Tarbiat Modares Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,3/1/2012,99,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2011.11.128,NaN,NaN,NaN,Al,C,Ce,Mg,Ni,O,Zr,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acs.iecr.0c00388,Peoples R China,Tianjin Univ,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,4.326,8/5/2020,6,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acs.iecr.0c00388,NaN,NaN,NaN,C,Mo,S,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apsusc.2019.03.025,Peoples R China,Cent S Univ,APPLIED SURFACE SCIENCE,7.392,4/12/2019,17,NaN,240,NaN,The obtained Ni-S-B coating shows superior HER electrocatalytic activity as evidenced by low onset overpotential of 27 mV and 240 mV to drive 10 mA.cm(-2) under alkaline conditions,"Normal,only alkaline.",1,1,0,Ni,S,B,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,10.1021/jp711589z,CA 95616 USA,Univ Calif Davis,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,4/17/2008,77,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/jp711589z,NaN,NaN,NaN,Ca,Nb,O,None,None,None,None,None,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1039/c7cc02945d,Taiwan,Natl Cheng Kung Univ,CHEMICAL COMMUNICATIONS,6.065,7/7/2017,4,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c7cc02945d,NaN,NaN,NaN,Bi,Ni,None,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,10.3390/nano8060432,England,Queen Mary Univ London,NANOMATERIALS,5.719,7/20/2018,14,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.3390/nano8060432,NaN,NaN,NaN,C,None,None,None,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.fuproc.2017.11.026,Peoples R China,Huazhong Univ Sci & Technol,FUEL PROCESSING TECHNOLOGY,8.129,12/28/2018,80,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.fuproc.2017.11.026,NaN,NaN,NaN,C,S,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c7ra00191f,Peoples R China,Beijing Jiaotong Univ,RSC ADVANCES,4.036,3/28/2017,42,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c7ra00191f,NaN,NaN,NaN,C,P,S,None,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1021/ar5001605,NY 14627 USA,Univ Rochester,ACCOUNTS OF CHEMICAL RESEARCH,24.466,8/1/2014,256,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/ar5001605,NaN,NaN,NaN,C,Co,Ni,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1038/s41467-022-32768-1,Japan,Tohoku Univ,NATURE COMMUNICATIONS,17.694,9/10/2022,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1038/s41467-022-32768-1,NaN,NaN,NaN,Co,Fe,Mo,None,None,None,None,None,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jtice.2016.05.027,Saudi Arabia,King Abdulaziz Univ,JOURNAL OF THE TAIWAN INSTITUTE OF CHEMICAL ENGINEERS,5.477,8/1/2016,25,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jtice.2016.05.027,NaN,NaN,NaN,In,S,Zn,None,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1002/cbic.201300661,IL 60637 USA,Univ Chicago,CHEMBIOCHEM,3.461,2/12/2014,68,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/cbic.201300661,NaN,NaN,NaN,Si,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.1186/s11671-019-3168-7,Peoples R China,Hunan Normal Univ,NANOSCALE RESEARCH LETTERS,5.418,11/28/2019,11,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1186/s11671-019-3168-7,NaN,NaN,NaN,O,S,Sn,Ti,None,None,None,None,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,10.1016/j.apcatb.2018.12.035,Peoples R China,Chongqing Univ,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,6/4/2019,86,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apcatb.2018.12.035,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
