,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Acid_OVP,Alkaline_OVP,Neutral_OVP,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_OER
0,10.1039/d1mh00869b,Peoples R China,Shandong Univ,MATERIALS HORIZONS,15.717,2021-09-29,5,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d1mh00869b,NaN,NaN,NaN,B,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/anie.201209045,Peoples R China,Dalian Univ Technol,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,2013-01-01,104,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/anie.201209045,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s11244-012-9785-3,GA 30332 USA,Georgia Inst Technol,TOPICS IN CATALYSIS,2.781,2012-05-09,76,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1007/s11244-012-9785-3,NaN,NaN,NaN,Al,C,O,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1002/adma.201800396,NaN,NaN,NaN,0.0,NaN,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/adma.201800396,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s40843-017-9021-6,Peoples R China,Dalian Univ Technol,SCIENCE CHINA-MATERIALS,8.64,2017-05-01,23,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1007/s40843-017-9021-6,NaN,NaN,NaN,C,Fe,Li,N,O,Ts,None,None,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/jacs.1c09554,France,Aix Marseille Univ,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,2022-02-17,3,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/jacs.1c09554,NaN,NaN,NaN,Fe,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1038/s41563-021-00958-9,CA 94305 USA,Stanford Univ,NATURE MATERIALS,47.656,2021-04-04,34,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1038/s41563-021-00958-9,NaN,NaN,NaN,Au,C,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10.1021/acsami.9b17531,Peoples R China,Univ Elect Sci & Technol China,ACS APPLIED MATERIALS & INTERFACES,10.383,2020-01-06,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acsami.9b17531,NaN,NaN,NaN,Au,Ni,P,None,None,None,None,None,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.egyr.2020.11.225,Thailand,Thammasat Univ,ENERGY REPORTS,4.937,2021-01-22,7,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.egyr.2020.11.225,NaN,NaN,NaN,C,F,V,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1088/1361-6463/ab57e5,Peoples R China,Zhejiang Univ Technol,JOURNAL OF PHYSICS D-APPLIED PHYSICS,3.409,2020-04-30,14,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1088/1361-6463/ab57e5,NaN,NaN,NaN,Al,Mg,N,O,Ru,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.nanoen.2019.104113,Peoples R China,Fudan Univ,NANO ENERGY,19.069,2020-01-06,66,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.nanoen.2019.104113,NaN,NaN,NaN,B,C,Na,O,Ti,None,None,None,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.chempr.2017.06.011,Singapore,Natl Univ Singapore,CHEM,25.832,2017-07-13,4,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.chempr.2017.06.011,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s40820-019-0358-x,Australia,Curtin Univ,NANO-MICRO LETTERS,23.655,2020-02-12,30,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1007/s40820-019-0358-x,NaN,NaN,NaN,C,N,P,S,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,10.1016/j.ijhydene.2017.12.079,Peoples R China,Sichuan Normal Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2018-03-13,57,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2017.12.079,NaN,NaN,NaN,C,Rh,None,None,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jpowsour.2015.05.080,Peoples R China,Beijing Univ Chem Technol,JOURNAL OF POWER SOURCES,9.794,2015-10-20,45,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jpowsour.2015.05.080,NaN,NaN,NaN,Al,Ni,None,None,None,None,None,None,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1021/acs.accounts.2c00195,Netherlands,SAB Technol & Innovat,ACCOUNTS OF CHEMICAL RESEARCH,24.466,2022-08-01,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acs.accounts.2c00195,NaN,NaN,NaN,None,None,None,None,None,None,None,None,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1039/c8ce01884g,South Korea,Korea Univ,CRYSTENGCOMM,3.756,2019-02-27,12,0.126,NaN,NaN,"Their overpotential for 10 mA cm(-2) was 0.126 and 0.114 V, and the Tafel slope was 42 and 34 mV dec(-1) in 0.5 M H2SO4 electrolyte, respectively","Normal,only acid.",1,1,0,Ni,P,None,None,None,None,None,None,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acs.chemmater.9b02031,Peoples R China,China Acad Engn Phys,CHEMISTRY OF MATERIALS,10.508,2019-10-11,21,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acs.chemmater.9b02031,NaN,NaN,NaN,C,I,P,Pd,V,None,None,None,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acscatal.1c01527,CA 92697 USA,Univ Calif Irvine,ACS CATALYSIS,13.7,2021-07-23,11,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acscatal.1c01527,NaN,NaN,NaN,C,I,N,O,Pd,Rh,S,None,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10.1016/j.ijhydene.2018.10.064,Peoples R China,Sichuan Normal Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2019-01-04,23,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2018.10.064,NaN,NaN,NaN,C,N,P,Rh,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c6ta10802d,Peoples R China,Sun Yat Sen Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2017-03-29,95,NaN,NaN,NaN,The 3D porous MoNi4 networks annealed at 450 degrees C need only similar to 1.58 V to achieve 10 mA cm(-2) for overall water splitting and exhibit excellent stability without loss of activity after 24 hours,No pH key word.10.1039/c6ta10802d,NaN,NaN,NaN,Mo,Ni,O,None,None,None,None,None,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,10.1016/j.ces.2021.116774,Peoples R China,Sichuan Univ,CHEMICAL ENGINEERING SCIENCE,4.889,2021-07-01,7,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ces.2021.116774,NaN,NaN,NaN,C,Co,Fe,Ni,O,None,None,None,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/acsaem.1c03379,Japan,Niigata Univ,ACS APPLIED ENERGY MATERIALS,6.959,2022-03-04,3,NaN,165.0,NaN,"The SO4-NiOx/NF electrode demonstrated superior OER performance with an overpotential, eta(10) = 228 mV at a current density of 10 mA cm(-2) in alkaline KOH solutions, which is lower by 145 similar to 165 mV than those (eta(10) = 373 similar to 393 mV) of the other NiOx/NF electrodes","Normal,only alkaline.",1,1,1,C,Cl,F,Ni,O,S,None,None,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/ic300004x,MA 02139 USA,MIT,INORGANIC CHEMISTRY,5.436,2012-06-06,26,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/ic300004x,NaN,NaN,NaN,Br,Cl,Rh,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s10853-016-0005-6,Peoples R China,Anhui Univ Sci & Technol,JOURNAL OF MATERIALS SCIENCE,4.682,2016-08-01,7,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1007/s10853-016-0005-6,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/jp507710k,Peoples R China,Hunan Agr Univ,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,2015-01-07,29,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/jp507710k,NaN,NaN,NaN,Ag,Pd,None,None,None,None,None,None,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2021.120217,South Korea,Seoul Natl Univ,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2021-06-27,16,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apcatb.2021.120217,NaN,NaN,NaN,Bi,Fe,Ni,O,Si,Sn,V,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/acsami.0c00262,Brazil,Univ Fed Sao Carlos,ACS APPLIED MATERIALS & INTERFACES,10.383,2020-04-30,27,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acsami.0c00262,NaN,NaN,NaN,Cu,Mo,Ni,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10.1016/j.jclepro.2018.04.017,Saudi Arabia,King Abdulaziz Univ,JOURNAL OF CLEANER PRODUCTION,11.072,2018-12-28,89,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jclepro.2018.04.017,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apsusc.2019.06.041,India,Jain Univ,APPLIED SURFACE SCIENCE,7.392,2019-07-24,38,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apsusc.2019.06.041,NaN,NaN,NaN,C,N,None,None,None,None,None,None,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d1na00456e,Canada,McMaster Univ,NANOSCALE ADVANCES,5.598,2021-11-18,2,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d1na00456e,NaN,NaN,NaN,Mo,O,S,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jhazmat.2014.08.052,Peoples R China,S China Normal Univ,JOURNAL OF HAZARDOUS MATERIALS,14.224,2014-12-03,70,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jhazmat.2014.08.052,NaN,NaN,NaN,C,N,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/anie.201603204,Switzerland,ETH,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,2016-10-12,43,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/anie.201603204,NaN,NaN,NaN,C,Cu,O,Zn,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c8ra01187g,Peoples R China,Lanzhou Univ,RSC ADVANCES,4.036,2018-12-28,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c8ra01187g,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.trechm.2019.03.006,Peoples R China,Peking Univ,TRENDS IN CHEMISTRY,22.448,2020-04-07,59,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.trechm.2019.03.006,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/slct.201900197,Peoples R China,Univ Shanghai Sci & Technol,CHEMISTRYSELECT,2.307,2019-07-16,2,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/slct.201900197,NaN,NaN,NaN,Co,N,Ni,O,P,None,None,None,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1039/d2ta05110a,Peoples R China,Beijing Inst Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2022-09-08,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d2ta05110a,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1002/advs.202201311,South Korea,Hanyang Univ ERICA,ADVANCED SCIENCE,17.521,2022-06-15,1,NaN,NaN,NaN,"The optimized electrocatalyst shows extremely low HER and OER overpotentials of 53 and 270 mV at 10 mA cm(-2), respectively",No pH key word.10.1002/advs.202201311,NaN,NaN,NaN,Co,N,None,None,None,None,None,None,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/advs.202201311,South Korea,Hanyang Univ ERICA,ADVANCED SCIENCE,17.521,2022-06-15,1,NaN,NaN,NaN,"The CoNiPOx@V-3%-Co4N/NF (+/-) electrolyzer utilizing the electrocatalyst as both anode and cathode demonstrates remarkable overall water-splitting activity, requiring a cell potential of only 1.52 V at 10 mA cm(-2), 30 mV lower than that of the RuO2/NF (+)/20%-Pt/C/NF (-) electrolyzer",No pH key word.10.1002/advs.202201311,NaN,NaN,NaN,Co,N,None,None,None,None,None,None,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
