Warning_OER,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Acid_OVP,Alkaline_OVP,Neutral_OVP,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_OER
0,10.1016/j.cej.2022.137059,Russia,RAS,CHEMICAL ENGINEERING JOURNAL,16.744,6/26/2022,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.cej.2022.137059,NaN,NaN,NaN,C,S,Sr,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.1016/j.electacta.2021.139248,Slovakia,Safarik Univ,ELECTROCHIMICA ACTA,7.336,11/4/2021,0,NaN,NaN,NaN,The IrRe-IrOx catalyst exhibits low OER overpotential of 248 mV at 10 mA.cm(-2) current density and mass activity of 4400 mA.mg(-1),No pH key word.10.1016/j.electacta.2021.139248,NaN,NaN,NaN,Ir,Re,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1364/OE.27.000A51,Peoples R China,Soochow Univ,OPTICS EXPRESS,3.833,3/7/2019,41,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1364/OE.27.000A51,NaN,NaN,NaN,Si,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/cs500943b,Ireland,Univ Limerick,ACS CATALYSIS,13.7,11/1/2014,42,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/cs500943b,NaN,NaN,NaN,C,Mo,S,None,None,None,None,None,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsami.8b07207,Peoples R China,Qingdao Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,12/28/2018,77,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acsami.8b07207,NaN,NaN,NaN,C,Co,N,S,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jcou.2017.09.010,Iran,Shiraz Univ,JOURNAL OF CO2 UTILIZATION,8.321,12/28/2018,29,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jcou.2017.09.010,NaN,NaN,NaN,Al,C,Cs,Mn,O,Zr,None,None,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2020.07.208,South Korea,Chonnam Natl Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,3/27/2021,9,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2020.07.208,NaN,NaN,NaN,C,N,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.3390/ma14185354,Peoples R China,North China Elect Power Univ,MATERIALS,3.748,10/2/2021,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.3390/ma14185354,NaN,NaN,NaN,C,O,Ti,None,None,None,None,None,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.2533/chimia.2018.508,Switzerland,Univ Zurich,CHIMIA,1.656,2/19/2019,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.2533/chimia.2018.508,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2020.11.039,Turkey,Sabanci Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2/9/2021,5,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2020.11.039,NaN,NaN,NaN,C,None,None,None,None,None,None,None,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2019.02.195,India,Banaras Hindu Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,5/27/2019,12,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2019.02.195,NaN,NaN,NaN,Cd,S,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2017.06.215,NaN,NaN,NaN,0,NaN,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2017.06.215,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2022.137132,Peoples R China,Xi An Jiao Tong Univ,CHEMICAL ENGINEERING JOURNAL,16.744,6/14/2022,0,NaN,NaN,NaN,"Under this p-d orbital interaction, the N-C@CoP exhibits a eta 10 value of 35 mV and excellent long-term durability, which rivals the commercial Pt/C catalyst",No pH key word.10.1016/j.cej.2022.137132,NaN,NaN,NaN,C,Co,P,None,None,None,None,None,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c6dt03044k,Peoples R China,Nanjing Univ,DALTON TRANSACTIONS,4.569,12/7/2016,6,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c6dt03044k,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1039/c7ta02327h,Peoples R China,Harbin Inst Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,6/14/2017,45,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c7ta02327h,NaN,NaN,NaN,Co,Mo,Se,None,None,None,None,None,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apsusc.2021.148947,Peoples R China,Tianjin Univ,APPLIED SURFACE SCIENCE,7.392,3/10/2021,4,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apsusc.2021.148947,NaN,NaN,NaN,Cr,O,Ti,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/anie.201307543,Germany,Free Univ Berlin,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,1/1/2014,230,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/anie.201307543,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jechem.2022.01.040,Peoples R China,Zhejiang Normal Univ,JOURNAL OF ENERGY CHEMISTRY,13.599,7/1/2022,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jechem.2022.01.040,NaN,NaN,NaN,C,N,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/nl504035j,NY 11973 USA,Brookhaven Natl Lab,NANO LETTERS,12.262,2/1/2015,45,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/nl504035j,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.1002/admi.202100045,India,Indian Inst Technol Mandi,ADVANCED MATERIALS INTERFACES,6.389,7/15/2021,13,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/admi.202100045,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.electacta.2008.02.004,Serbia,Inst Multidisciplinary Res,ELECTROCHIMICA ACTA,7.336,5/30/2008,20,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.electacta.2008.02.004,NaN,NaN,NaN,Mo,Ni,O,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10.1016/j.ces.2019.05.041,Peoples R China,Xi An Jiao Tong Univ,CHEMICAL ENGINEERING SCIENCE,4.889,7/1/2019,30,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ces.2019.05.041,NaN,NaN,NaN,C,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
