Warning_OER,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Acid_OVP,Alkaline_OVP,Neutral_OVP,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_OER
1,10.1016/j.nanoen.2019.02.020,Peoples R China,Hunan Univ,NANO ENERGY,19.069,4/12/2019,89,220,NaN,NaN,"The three dimensional binder-free np-Ir70Ni15Co15 catalyst in 0.1 M HClO4 shows a low overpotential (220 mV@ eta = 10 mA cm(-2)), low Tafel slope (44.1 mV dec(-1)) and excellent corrosion resistance, significantly outperforming commercial IrO2 catalysts","Normal,only acid.",1,0,0,Co,Ir,Ni,None,None,None,None,None,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,10.1016/j.nanoen.2018.11.023,Peoples R China,Soochow Univ,NANO ENERGY,19.069,1/25/2019,85,285,NaN,NaN,"Because of the unique properties of hollow structure and enriched oxidized Ir on the surface, the optimized Ir6Ag9 NTs show low oxygen evolution reaction overpotentials of 285 mV and 296 mV at 10 mA/cm(2) in 0.5 M and 0.05 M H2SO4, respectively, being sup","Normal,only acid.",1,1,0,Ag,C,Ir,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,10.1016/j.mtener.2020.100387,Peoples R China,Jilin Univ,MATERIALS TODAY ENERGY,9.257,6/23/2020,27,259,219,NaN,"The prepared Fe-Ni@NCF exhibits the desired overpotential of 219 mV at 10 mA cm(-2) in alkaline and 259 mV at 10 mA cm(-2) in acidic solution, respectively","Normal,acid and alkaline.",1,0,0,C,Fe,Ni,N,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.1016/j.mtener.2018.09.002,Peoples R China,Jilin Univ,MATERIALS TODAY ENERGY,9.257,8/27/2019,16,272,217,NaN,"The 2.0% IrO2@CNT catalyst shows good chemical water oxidation activity with turnover frequency of 3.48 s(-1) and superior electrochemical oxygen evolution activity at 10 mA cm(-2), with only 217 mV and 272 mV of overpotential in 1.0 M KOH and 0.5 M H2SO4, respectively","Normal,acid and alkaline.",1,0,0,C,Ir,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,10.1016/j.ijhydene.2022.02.078,Peoples R China,Hubei Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,5/11/2022,0,300,270,NaN,"Although the Ir content of Ir(20)/Fe@NCNT-900 is extremely low (-4 wt% Ir), the composite catalyst delivers excellent activity for both hydrogen evolution reaction (HER) and oxygen evolution reaction (OER) with an exceptionally low overpotential of 4.7 mV/11 mV for HER and 300 mV/270 mV for OER to drive 10 mA cm(-2) in 0.5 M H2SO4/1.0 M KOH electrolyte respectively, which exceeds the commercial Pt/C (20 wt% Pt) and IrO2 benchmarks","Normal,acid and alkaline.",1,1,0,C,Fe,Ir,N,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10.1016/j.ijhydene.2019.12.186,India,HBNI,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,3/30/2020,17,280,NaN,NaN,"In 0.5 M HClO4, this catalyst exhibited remarkable activity towards OER with a low overpotential of 280 mV at 10 mA/cm(2) current density, a low Tafel slope of 45 mV/dec and similar to 98% faradaic efficiency","Normal,only acid.",1,1,0,C,N,Ir,O,None,None,None,None,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10.1016/j.electacta.2021.138955,Peoples R China,Tianjin Univ,ELECTROCHIMICA ACTA,7.336,9/28/2021,3,250,NaN,NaN,The resulting IrOx-50-AC/Ti electrode exhibits a superior OER performance with an overpotential of 250 mV at 10 mA cm(-2) and Tafel slope of 50.4 mV dec(-1) in 0.1 M HClO4,"Normal,only acid.",1,0,0,Ir,Ti,None,None,None,None,None,None,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,10.1016/j.cclet.2020.03.076,Peoples R China,South China Univ Technol,CHINESE CHEMICAL LETTERS,8.455,4/3/2021,21,197,NaN,NaN,"Besides, the multifunctional Ru NCs/Co2P HMs exhibit good oxygen evolution reaction (OER) activity with an overpotential of 197 mV to reach the current density of 10 mA/cm(2) in 0.5 mol/L H2SO4, which is below that of the commercial RuO2 electrocatalyst (248 mV)","Normal,only acid.",1,1,0,Co,O,P,Ru,None,None,None,None,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10.1002/adfm.202107181,Peoples R China,Qingdao Univ Sci & Technol,ADVANCED FUNCTIONAL MATERIALS,19.924,9/25/2021,13,169,180,310,"The overpotential of Pd/NiFeOx nanosheets for OER is only 180, 169, and 310 mV in 1 m KOH, 0.5 m H2SO4, and 1 m phosphate-buffered saline (PBS) conditions at 10 mA cm(-2) current density, as well as excellent HER activity with ultralow overpotential in a wide pH range","Normal,acid, alkaline and neutral.",1,0,0,Pd,Ni,Fe,O,None,None,None,None,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,10.1002/chem.201905063,Pakistan,Natl Univ Sci & Technol,CHEMISTRY-A EUROPEAN JOURNAL,5.02,4/23/2020,8,260,NaN,NaN,"For the OER, the IrRuMn sphere catalyst exhibits an overpotential of 260 mV at a current density of 10 mA cm(-2) in strongly acidic 0.1 m HClO4, which is superior to that of a commercial IrO2/C catalyst","Normal,only acid.",1,0,1,Ir,Mn,Ru,None,None,None,None,None,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10.1007/s10973-022-11435-z,Romania,Natl Inst Res & Dev Electrochem & Condensed Matte,JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY,4.755,7/10/2022,0,320,NaN,690,"During the OER studies performed in strong acidic solution and in neutral environment, overpotentials of 320 and 690 mV were obtained at the current density of 10 mA cm(-2)","Normal,acid and alkaline.",1,0,0,C,Fe,P,O,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10.1016/j.jallcom.2022.163787,Peoples R China,Chongqing Jiaotong Univ,JOURNAL OF ALLOYS AND COMPOUNDS,6.371,2/10/2022,3,176,NaN,NaN,"The best Ru-RuO2-NC heterostructure exhibits exceptionally excellent activity with an ultralow overpotential (eta(10)) of 176 mV, a high specific mass activity of 1.37 A mg(Ru)(-1) (J(m)@ 1.53 V), and an outstanding long-term durability over 80 h at 10 mA cm(-2) in acidic environment","Normal,only acid.",1,0,0,C,O,Ru,N,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,10.1039/c8ra09700c,Peoples R China,Zhejiang Sci Tech Univ,RSC ADVANCES,4.036,3/7/2019,6,460,NaN,NaN,"RHE (without iR correction) to achieve a current density of 10 mA cm(-2) and a Tafel slope of 44.3 mV dec(-1) in 0.5 M H2SO4 for HER, as well as a low overpotential of 460 mV vs","Normal,only acid.",1,0,0,C,N,P,S,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10.1002/smll.202001665,South Korea,Korea Adv Inst Sci & Technol KAIST,SMALL,15.153,7/9/2020,32,315,304,NaN,The strong synergistic interaction between Fc-Co(x)S(y)nanostructures and electrically conductive CNTs results in the superior electrocatalytic activity with a very small overpotential of approximate to 304 mV at 10 mA cm(-2)and a low Tafel slope of 54.2 mV dec(-1)in 1mKOH electrolyte,"Normal,only alkaline.",1,0,0,C,S,Fe,Co,None,None,None,None,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,10.1021/acsami.0c00389,Peoples R China,Zhejiang Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,9/9/2020,10,224,NaN,NaN,The optimized Ce-0.2-IrO2 @NPC delivers a low overpotential of 224 mV and excellent stability of 100 h in 0.5 M H2SO4 at 10 mA cm(-2),"Normal,only acid.",1,0,0,C,Ce,N,Ir,None,None,None,None,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10.1002/adfm.202003000,Peoples R China,Zhejiang Univ,ADVANCED FUNCTIONAL MATERIALS,19.924,7/2/2020,43,334,NaN,NaN,"Benefitting from a vertically aligned arrays structure and introducing oxygen functional groups, the metal-free OEEG nanosheets array exhibits superior electrocatalytic activity and stability toward OER with a low overpotential of 334 mV at 10 mA cm(-2)in acidic electrolyte","Normal,only acid.",1,0,0,C,O,None,None,None,None,None,None,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10.1016/j.nanoen.2021.105909,Peoples R China,Soochow Univ,NANO ENERGY,19.069,5/23/2021,15,238,NaN,NaN,"Consequently, the optimized E-Ru/Fe ONAs exhibit a superior OER activity with a low overpotential of 238 mV at 10 mA cm-2 in 0.5 M H2SO4, and an enhanced stability with a negligible potential change within 9 h chronopotentiometry test","Normal,only acid.",1,0,0,Fe,N,O,Ru,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,10.1021/jacs.9b04492,Peoples R China,Beijing Normal Univ,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,7/24/2019,372,228,166,405,"The CoMoNiS-NF-31 demonstrates the best electrocatalytic activity, giving ultralow overpotentials (113, 103, and 117 mV for HER and 166, 228, and 405 mV for OER) to achieve a current density of 10 mA cm(-2) in alkaline, acidic, and electrolytes, respectively","Normal,acid and alkaline.",1,1,0,Co,Mo,Ni,S,None,None,None,None,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10.1002/cctc.201901411,Peoples R China,Xi An Jiao Tong Univ,CHEMCATCHEM,5.497,12/10/2019,25,250,NaN,NaN,"Herein, chromium (Cr)-incorporated IrOx solid solution nanowires not only exhibit high catalytic activity with a low overpotential of 250 mV at 10 mA cm(-2), but also display robust catalytic performance without a decay in activity throughout 25 h of testing at 10 mA cm(-2) in 0.5 M H2SO4","Normal,only acid.",1,0,0,Cr,Ir,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10.1002/smll.202102078,Peoples R China,Beijing Univ Chem Technol,SMALL,15.153,10/11/2021,2,258,NaN,NaN,A low overpotential (258 mV) is required to achieve an oxygen evolution reaction current density of 10 mA cm(-2) in 0.5 m H2SO4 solution,"Normal,only acid.",1,0,0,Ir,O,W,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10.1002/aenm.202102883,Peoples R China,Harbin Inst Technol,ADVANCED ENERGY MATERIALS,29.698,11/18/2021,5,204,NaN,NaN,"Herein, the intermetallic Ru1Ir1Ox is synthesized through incorporation of Ru into IrOx, which exhibits a record overpotential of 204 mV (10 mA cm(geo)(-2)) and excellent stability of 110 h (100 mA cm(geo)(-2)) with a high stability number (1.13 x 10(6)) toward the acidic OER","Normal,only acid.",1,0,0,Ir,Ru,O,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,10.1039/d0ta07416k,Peoples R China,China Univ Geosci Wuhan,JOURNAL OF MATERIALS CHEMISTRY A,14.511,10/14/2020,9,257,NaN,NaN,"Due to the incorporated Au atoms, the neighboring Ir atom is positively charged, resulting in the electronic delocalization of Ir, which is favorable for reducing the energy barrier of the rate-limiting step (O* -> OOH*) in the acidic oxygen evolution reaction (OER); thus, the overpotential for 10 mA cm(-2)is 257 mV for AuIr@CNT in 0.5 M H(2)SO(4)electrolyte, which is comparatively lower than that of Ir@CNT (279 mV) and commercial IrO2(332 mV)","Normal,only acid.",1,1,0,Au,C,Ir,O,None,None,None,None,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10.1039/c8ta00070k,Peoples R China,China Univ Petr East China,JOURNAL OF MATERIALS CHEMISTRY A,14.511,12/28/2018,85,470,NaN,NaN,"The results demonstrate that Co3O4 richer in Co2+ shows the best acidic OER performance, and affords a current density of 10 mA cm(-2) at an overpotential of 470 mV along with having a satisfactory stability in H2SO4 solution","Normal,only acid.",1,0,1,Ag,Co,O,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/acs.langmuir.6b02699,IL 60208 USA,Northwestern Univ,LANGMUIR,4.331,11/22/2016,33,440,NaN,576,"Overpotentials at a current density of 10 mA/cm(2) were recorded in both acidic and pH 7 phosphate buffer aqueous reaction media and found to be 440 and 576 mV, respectively, with very low NiSx loading","Normal,acid and alkaline.",1,0,0,P,Ni,S,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,10.1002/adma.201805546,South Korea,Korea Univ,ADVANCED MATERIALS,32.086,1/22/2019,67,239,NaN,NaN,"The RuO2-based frame shell with its highly reactive surfaces leads to a very high activity for the oxygen evolution reaction (OER) in acidic media, reaching a current density of 10 mA cm(-2) at an overpotential of 239 mV, which surpasses those of previously reported catalysts","Normal,only acid.",1,0,0,O,Ru,None,None,None,None,None,None,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10.1016/j.cej.2022.135851,Peoples R China,Jilin Univ,CHEMICAL ENGINEERING JOURNAL,16.744,5/23/2022,0,267,NaN,NaN,"Remarkably, the prepared iridium-molybdenum oxide (IrMoOx) nanofibers with a low crystallinity through an electrospinningcalcination strategy show a superior OER activity in an acidic electrolyte with a low overpotential of 267 mV at 10 mA cm-2 compared with bare IrOx (333 mV) and MoOx (almost no OER activity) as well as the benchmark commercial IrO2 catalyst (330 mV)","Normal,only acid.",1,1,0,Ir,Mo,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,10.1016/j.apcatb.2021.120442,Peoples R China,Harbin Inst Technol,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,10/2/2021,33,270,NaN,NaN,"At such a low Ru loading, RuO2/(Co,Mn)(3)O-4 exhibits superior acidic OER activity (eta = 270 mV at 10 mA/cm(2)) and long-term stability to the benchmark RuO2 catalyst","Normal,only acid.",1,0,0,Co,Mn,O,Ru,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10.1002/anie.202107510,Peoples R China,East China Normal Univ,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,8/22/2021,13,270,NaN,NaN,"RHE) is needed at 10 mA cm(-2), which is 270 mV lower than that of oxygen evolution reaction (OER), to oxidize glycerol into value-added chemicals such as formic acid, without oxygen production","Normal,only acid.",1,0,0,Mn,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1038/ncomms12269,Germany,Ruhr Univ Bochum,NATURE COMMUNICATIONS,17.694,7/1/2016,107,280,NaN,NaN,"Inspired by comparable structural properties of [FeNi]-hydrogenase, here we present the natural ore pentlandite (Fe4.5Ni4.5S8) as a direct 'rock' electrode material for hydrogen evolution under acidic conditions with an overpotential of 280 mV at 10 mA cm(-2)","Normal,only acid.",1,0,0,Fe,Ni,S,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
