Warning_OER,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Acid_OVP,Alkaline_OVP,Neutral_OVP,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_OER
0,10.1016/j.apsusc.2019.143569,Peoples R China,Sichuan Normal Univ,APPLIED SURFACE SCIENCE,7.392,10/4/2019,12,45,14,26,"Rh/Ni@NCNTs with a low Rh loading of 2.84 wt% exhibited an outperforming catalytic activity with overpotentials of 14, 26, and 45 mV at 10 mA cm(-2) in 1.0 M KOH, 1.0 M PBS, and 0.5 M H2SO4, respectively","Normal,acid, alkaline and neutral.",0,0,0,C,N,Ni,Rh,None,None,None,None,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.nanoen.2015.11.020,Peoples R China,Dalian Univ Technol,NANO ENERGY,19.069,1/1/2016,112,45,135,54,"The film with a B:Ni atomic ratio of 0.54, denoted as Ni-B0.54, displayed the best performance with a current density of 10 mA cm(-2) at very low over potentials (eta) of 45 mV in 0.5 M H2SO4, 54 mV in 1.0 M pH 7 phosphate buffer solution (PBS), and 135 m","Normal,acid, alkaline and neutral.",1,1,0,B,Ni,P,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/nn5048553,CA 91125 USA,CALTECH,ACS NANO,18.027,11/1/2014,369,50,NaN,102,"As an electrocatalyst operating at a current density of -10 mA cm(-2), FeP nanoparticles deposited at a mass loading of similar to 1 mg cm(-2) on Ti substrates exhibited overpotentials of -50 mV in 0.50 M H2SO4 and -102 mV in 1.0 M phosphate buffered sali","Normal,acid and alkaline.",0,0,0,Fe,O,P,Ti,None,None,None,None,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10.1021/acssuschemeng.7b02492,Australia,Univ New South Wales,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,12/28/2018,41,226,175,250,"Current density of -10 mA cm(-2) was achieved at low overpotentials of -226, -250, and -175 mV in 0.5 M H2SO4, 1 M phosphate buffer solution, and 1 M KOH, respectively","Normal,acid, alkaline and neutral.",0,0,0,Cu,Ni,P,None,None,None,None,None,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10.1007/s10008-018-4100-2,Peoples R China,Anyang Normal Univ,JOURNAL OF SOLID STATE ELECTROCHEMISTRY,2.747,12/28/2018,7,95,NaN,231,"Similarly, sheet-shaped Co2P-CC-0.6 was also found to be an excellent electrocatalyst for the HER in 0.5M H2SO4 and in 0.5M phosphate buffer solution (PBS), with overpotentials of 95 and 231mV at a current density of 10mAcm(-2), respectively","Normal,acid and alkaline.",1,0,0,C,Co,P,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.ijhydene.2021.03.011,Peoples R China,North Univ China,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,5/25/2021,8,69,78,165,"Owing to the fact that the effective interface of heterostructure can enhance electron transfer/mass diffusion and expose ample active sites, the CoP/MoO2 reveals eminent HER activities with favorable long-term stability in all pH electrolytes, overpotent","Normal,acid, alkaline and neutral.",0,0,0,Co,Mo,O,P,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jcis.2022.06.166,Peoples R China,Univ Shanghai Sci & Technol,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,8/9/2022,0,NaN,63,78,"The overpotentials are only 63 mV and 78 mV to drive 10 mA cm-2 during hydrogen evolution in 1.0 M KOH + 0.5 M NaCl and 1.0 M PBS, respectively","Normal,acid and alkaline.",0,0,0,Fe,S,None,None,None,None,None,None,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,10.1016/j.apsusc.2018.03.033,Peoples R China,Jiangsu Univ,APPLIED SURFACE SCIENCE,7.392,5/16/2018,40,103,204,337,"Specially, to achieve the current density of 10 mA cm(-2), the overpotential of 103 mV in acid, 204 mV in alkaline and 337 mV in neutral media was obtained","Normal,acid, alkaline and neutral.",1,0,0,C,Co,None,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.jpowsour.2021.230657,Peoples R China,Guangxi Univ,JOURNAL OF POWER SOURCES,9.794,11/14/2021,0,53,55,92,"Especially, it delivers the overpotential of 53 mV, 55 mV and 92 mV at 10 mA cm-2 in acidic, alkaline and neutral media, respectively","Normal,acid, alkaline and neutral.",0,0,0,Ni,Co,P,None,None,None,None,None,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2019.04.235,Peoples R China,Jiangsu Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,7/16/2019,23,50,157,202,"To achieve a current density of 10 mA cm(-2), only overpotential of 50 mV, 157 mV and 202 mV were needed in acidic (0.5 M H2SO4), alkaline (1 M KOH), and neutral solutions","Normal,acid, alkaline and neutral.",1,0,0,C,Co,Fe,None,None,None,None,None,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.apcata.2021.118293,Peoples R China,Chinese Acad Sci,APPLIED CATALYSIS A-GENERAL,5.723,8/28/2021,0,NaN,NaN,83,"Consequently, enhanced activity with overpotential of 83 mV at 10 mA cm(-2) was achieved for neutral HER","Normal,only neutral.",0,0,0,Ir,W,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.nanoen.2019.104023,Peoples R China,Zhengzhou Univ,NANO ENERGY,19.069,11/28/2019,99,59,29,66,"Ru@SC-CDs possesses excellent HER activity with a low overpotential of 10 mA cm(-2) (59 mV in 0.5 M H2SO4, 66 mV in 1M PBS and 29 mV in 1M KOH), superior to the most noble metals, non-noble metals and non-metallic catalysts and comparable to current comme","Normal,acid, alkaline and neutral.",0,0,0,C,Ru,S,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1002/aenm.202200293,Canada,Inst Natl Rech Sci Energie Mat & Telecommun,ADVANCED ENERGY MATERIALS,29.698,4/22/2022,10,22,38,66,"As an example, the PtSi not only shows highly desirable electrocatalytic properties for the hydrogen evolution reaction (HER) with low overpotentials of 22, 38, and 66 mV at a current density of 10 mA cm(-2) in acidic, alkaline, and neutral media, respect","Normal,acid, alkaline and neutral.",0,0,0,C,Ge,Ir,Pd,Pt,Rh,Ru,Si,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2019.04.038,Peoples R China,Wuhan Univ,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,6/18/2019,105,25,39,74,"Herein, we report the synthesis of nitrogen doped CoP nanoflower grown on conductive carbon cloth (N-CoP/CC) that possesses excellent HER performance, with an overpotential of 74 mV to achieve the current density of 10 mA cm(-2) in 1.0 M PBS (phosphate bu","Normal,only neutral.",0,0,1,C,Co,N,P,None,None,None,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.electacta.2022.140280,Peoples R China,South China Univ Technol,ELECTROCHIMICA ACTA,7.336,6/11/2022,1,26,76.8,94,"Specifically, it only needs overpotentials of 26.0, 94.0, and 76.8 mV to drive the current density of 10 mA cm-2 in the acidic, neutral, and alkaline solutions, respectively","Normal,acid, alkaline and neutral.",0,0,0,Co,Ni,O,P,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2020.119635,Peoples R China,Harbin Inst Technol,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,1/6/2021,65,108,128,106,"When used as a catalyst, the overpotentials for HER at a current density of 10 mA cm(-2) were 108, 128 and 106 mV in acidic, alkaline and neutral media, respectively","Normal,acid, alkaline and neutral.",0,0,0,C,Co,N,Ni,P,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jcis.2021.10.088,Peoples R China,Northeast Normal Univ,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,2/6/2022,0,108,134,164,"Carbon-coated Mo/MoO2 shows overpotential of 134, 108 and 164 mV to deliver current density of 10 mA cm(-2) under alkaline, acidic and neutral solution, respectively","Normal,acid, alkaline and neutral.",0,0,0,C,Mo,N,O,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.1038/s41467-020-18064-w,Singapore,Nanyang Technol Univ,NATURE COMMUNICATIONS,17.694,8/25/2020,101,17,18.5,22,"Herein, we report uniformly dispersed iridium nanoclusters embedded on nitrogen and sulfur co-doped graphene as an efficient and robust electrocatalyst for both HER and OER at all pH conditions, reaching a current density of 10mA cm(-2) with only 300, 190","Normal,acid, alkaline and neutral.",1,0,0,C,N,S,Ir,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
