,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Acid_OVP,Alkaline_OVP,Neutral_OVP,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_HER
0,10.1038/srep10279,South Korea,Seoul Natl Univ,SCIENTIFIC REPORTS,4.996,2015-05-22,88,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1038/srep10279,NaN,NaN,NaN,I,Mn,O,None,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1080/09593330.2018.1505962,Peoples R China,Renmin Univ China,ENVIRONMENTAL TECHNOLOGY,3.475,2020-02-12,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1080/09593330.2018.1505962,NaN,NaN,NaN,I,K,O,Ti,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.vacuum.2021.110395,Peoples R China,Nanjing Univ Sci & Technol,VACUUM,4.11,2021-09-19,3,NaN,NaN,NaN,"Compared to NiCoP nanowire arrays without embedding in 3D carbon network, the NiCoP@NC-NCNTs exhibits a remarkable performance for electrocatalytic OER, in terms of an ultralow overpotential of 227 mV at 10 mA cm(-2), and 317 mV even at 100 mA cm(-2)",No pH key word.10.1016/j.vacuum.2021.110395,NaN,NaN,NaN,C,Co,N,Ni,P,None,None,None,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1007/s11164-018-3655-y,Peoples R China,Wuhan Text Univ,RESEARCH ON CHEMICAL INTERMEDIATES,3.134,2019-03-07,14,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1007/s11164-018-3655-y,NaN,NaN,NaN,C,Co,N,O,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,10.1021/acsaem.9b01727,India,Indian Inst Technol Madras,ACS APPLIED ENERGY MATERIALS,6.959,2020-04-03,24,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acsaem.9b01727,NaN,NaN,NaN,Ca,I,Li,Mn,O,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1039/d1nr03567c,Peoples R China,Qingdao Univ Sci & Technol,NANOSCALE,8.307,2021-08-08,8,NaN,76.0,NaN,"The array electrode exhibited not only enhanced catalytic activity verified by 76 mV of HER for NiO@NiP/NF at 10 mA cm(-2), but also excellent structural stability in 1 M KOH solution proved by the fact that the structure of the assembled electrode remained intact after long-term operation at 100 mA cm(-2) for 120 h.","Normal,only alkaline.",1,0,0,Ni,O,P,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.mcat.2020.110839,South Africa,North West Univ,MOLECULAR CATALYSIS,5.089,2020-05-05,3,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.mcat.2020.110839,NaN,NaN,NaN,Br,Cs,O,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1016/j.chemosphere.2020.129158,Algeria,Ville Univ Ali Mendjeli,CHEMOSPHERE,8.943,2021-07-31,56,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.chemosphere.2020.129158,NaN,NaN,NaN,O,Ti,Zn,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/S0920-5861(00)00537-X,Argentina,Univ Buenos Aires,CATALYSIS TODAY,6.562,2001-01-20,9,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/S0920-5861(00)00537-X,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/acs.chemmater.8b00156,Peoples R China,Tsinghua Univ,CHEMISTRY OF MATERIALS,10.508,2018-12-28,49,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acs.chemmater.8b00156,NaN,NaN,NaN,Mn,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.apcata.2014.11.026,NY 10023 USA,Fordham Univ,APPLIED CATALYSIS A-GENERAL,5.723,2015-03-25,7,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apcata.2014.11.026,NaN,NaN,NaN,C,N,O,Ti,V,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,10.1039/c5sc04214c,MI 48202 USA,Wayne State Univ,CHEMICAL SCIENCE,9.969,2016-01-01,33,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c5sc04214c,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1007/s11356-018-2024-0,NaN,NaN,NaN,0.0,NaN,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1007/s11356-018-2024-0,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2021.131352,Peoples R China,Tianjin Univ,CHEMICAL ENGINEERING JOURNAL,16.744,2021-11-30,7,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.cej.2021.131352,NaN,NaN,NaN,C,Co,Cu,I,La,O,P,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/S1002-0721(08)60039-3,Peoples R China,Tianjin Univ,JOURNAL OF RARE EARTHS,4.632,2008-02-01,91,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/S1002-0721(08)60039-3,NaN,NaN,NaN,Ce,Ni,O,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/jp306172k,Denmark,Tech Univ Denmark,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,2013-05-09,217,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/jp306172k,NaN,NaN,NaN,Ag,Al,Au,B,C,Cu,Fe,Ga,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2020.124481,Peoples R China,Chinese Acad Sci,CHEMICAL ENGINEERING JOURNAL,16.744,2020-04-16,42,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.cej.2020.124481,NaN,NaN,NaN,C,Cu,I,N,O,Ti,None,None,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1016/j.ijhydene.2019.03.278,Peoples R China,Jiangsu Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2019-07-02,28,NaN,NaN,NaN,"The as-prepared Co(OH)(2)-3 dimensional graphene-0.5 delivered the overpotential value of -0.367 and 1.599 V (vs RHE) (10 mA cm(-2)), the calculated Tafel slope values were 96 and 110 mV dec(-1) for hydrogen and oxygen evolution reactions correspondingly",No pH key word.10.1016/j.ijhydene.2019.03.278,NaN,NaN,NaN,C,Co,None,None,None,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.apcata.2003.12.002,Slovakia,Slovak Univ Technol Bratislava,APPLIED CATALYSIS A-GENERAL,5.723,2004-05-28,27,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apcata.2003.12.002,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.colsurfa.2021.127152,Peoples R China,China Univ Geosci Beijing,COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS,5.518,2021-09-26,5,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.colsurfa.2021.127152,NaN,NaN,NaN,B,C,Co,I,O,P,None,None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.3390/su13094670,Peoples R China,Harbin Univ,SUSTAINABILITY,3.889,2021-05-28,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.3390/su13094670,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1016/0021-9517(94)90002-7,NaN,NaN,JOURNAL OF CATALYSIS,8.047,1994-03-01,322,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/0021-9517(94)90002-7,NaN,NaN,NaN,C,Fe,Ir,Ni,O,Pd,Re,Rh,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.jhazmat.2020.122578,Peoples R China,Guangzhou Univ,JOURNAL OF HAZARDOUS MATERIALS,14.224,2020-05-28,37,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jhazmat.2020.122578,NaN,NaN,NaN,C,N,O,P,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.watres.2019.115318,Peoples R China,Beijing Normal Univ,WATER RESEARCH,13.4,2020-02-27,12,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.watres.2019.115318,NaN,NaN,NaN,B,O,P,Rh,Ti,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.ceramint.2020.09.139,South Korea,Univ Seoul,CERAMICS INTERNATIONAL,5.532,2021-01-12,5,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ceramint.2020.09.139,NaN,NaN,NaN,Cu,O,None,None,None,None,None,None,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1149/2.121306jes,CT 06269 USA,Univ Connecticut,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,4.386,2013-01-01,32,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1149/2.121306jes,NaN,NaN,NaN,Ir,O,Pt,Ru,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.jpowsour.2017.01.127,Peoples R China,Chinese Acad Sci,JOURNAL OF POWER SOURCES,9.794,2017-03-31,16,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jpowsour.2017.01.127,NaN,NaN,NaN,C,Cu,O,S,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/ie302782c,India,Cent Salt & Marine Chem Res Inst,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,4.326,2013-06-05,26,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/ie302782c,NaN,NaN,NaN,Al,C,Mo,Zn,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/adma.201808193,Peoples R China,Chinese Acad Sci,ADVANCED MATERIALS,32.086,2019-06-14,107,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/adma.201808193,NaN,NaN,NaN,C,Fe,N,None,None,None,None,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,10.1016/j.apsusc.2018.12.285,Peoples R China,Xi An Jiao Tong Univ,APPLIED SURFACE SCIENCE,7.392,2019-02-27,16,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apsusc.2018.12.285,NaN,NaN,NaN,C,N,None,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/asia.202000179,Peoples R China,Sun Yat Sen Univ,CHEMISTRY-AN ASIAN JOURNAL,4.839,2020-05-27,7,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/asia.202000179,NaN,NaN,NaN,C,P,Zn,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ultsonch.2006.09.015,India,Punjabi Univ,ULTRASONICS SONOCHEMISTRY,9.336,2007-07-01,168,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ultsonch.2006.09.015,NaN,NaN,NaN,O,Ti,Zn,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.cclet.2018.10.039,Peoples R China,Shihezi Univ,CHINESE CHEMICAL LETTERS,8.455,2019-04-05,13,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.cclet.2018.10.039,NaN,NaN,NaN,C,Co,N,O,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1038/s41929-019-0277-8,Australia,Monash Univ,NATURE CATALYSIS,40.706,2019-06-04,57,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1038/s41929-019-0277-8,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/acscatal.1c05341,South Korea,Korea Inst Sci & Technol,ACS CATALYSIS,13.7,2022-05-07,4,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acscatal.1c05341,NaN,NaN,NaN,Ni,O,None,None,None,None,None,None,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1016/j.jclepro.2018.11.175,Iran,Kermanshah Univ Med Sci,JOURNAL OF CLEANER PRODUCTION,11.072,2019-02-13,46,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jclepro.2018.11.175,NaN,NaN,NaN,C,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,10.1039/c5cy01121c,Peoples R China,Chongqing Normal Univ,CATALYSIS SCIENCE & TECHNOLOGY,6.177,2015-01-01,119,NaN,NaN,NaN,This 3D electrode exhibits high activity of 10 mA cm(-2) at 100 mV HER overpotential and 50 mA cm(-2) at 340 mV OER overpotential,No pH key word.10.1039/c5cy01121c,NaN,NaN,NaN,Cu,Ni,Se,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1039/c5cy01121c,Peoples R China,Chongqing Normal Univ,CATALYSIS SCIENCE & TECHNOLOGY,6.177,2015-01-01,119,NaN,NaN,NaN,A Ni3Se2/CF-based two-electrode alkaline water splitting system affording 10 mA cm(-2) at a cell voltage of 1.65 V is also demonstrated successfully.,Error in finding OVP values.10.1039/c5cy01121c,NaN,NaN,NaN,Cu,Ni,Se,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/chem.200390045,Netherlands,DSM Fine Chem Adv Synthesis & Catalysis,CHEMISTRY-A EUROPEAN JOURNAL,5.02,2003-01-20,31,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/chem.200390045,NaN,NaN,NaN,La,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
