,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Acid_OVP,Alkaline_OVP,Neutral_OVP,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_HER
0,10.1016/j.desal.2011.03.083,Peoples R China,Shaanxi Normal Univ,DESALINATION,11.211,2011-08-02,119,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.desal.2011.03.083,NaN,NaN,NaN,Fe,None,None,None,None,None,None,None,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c7cc02380d,Germany,Karlsruhe Inst Technol,CHEMICAL COMMUNICATIONS,6.065,2017-05-31,20,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c7cc02380d,NaN,NaN,NaN,None,None,None,None,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1109/JSEN.2014.2312982,Peoples R China,Xuchang Univ,IEEE SENSORS JOURNAL,4.325,2014-10-08,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1109/JSEN.2014.2312982,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/es802456y,South Korea,Korea Adv Inst Sci & Technol,ENVIRONMENTAL SCIENCE & TECHNOLOGY,11.357,2009-03-01,118,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/es802456y,NaN,NaN,NaN,Hg,N,O,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,10.1246/bcsj.20170426,Japan,Toyota Cent Res & Dev Labs Inc,BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN,5.121,2018-12-28,20,NaN,170.0,NaN,"The overpotential during the electrochemical oxygen evolution reaction (OER) over the beta-FeOOH: Ni/a-Ni(OH)(2) stacked nanorod anodes was 170mV, and an OER current of 10mA/cm(2) was obtained at an overpotential of 430 mV in a 0.1M KOH solution","Normal,only alkaline.",0,1,0,Cl,Fe,Ni,O,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1016/j.carbon.2018.02.051,Peoples R China,Huazhong Univ Sci & Technol,CARBON,11.307,2018-04-10,31,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.carbon.2018.02.051,NaN,NaN,NaN,Al,C,Co,N,O,None,None,None,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,10.1016/j.scitotenv.2018.03.018,Peoples R China,1 Kerui Rd,SCIENCE OF THE TOTAL ENVIRONMENT,10.753,2018-12-28,56,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.scitotenv.2018.03.018,NaN,NaN,NaN,Fe,I,Li,N,O,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2020.09.015,Turkey,Yildiz Tech Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2021-02-09,2,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2020.09.015,NaN,NaN,NaN,C,Fe,La,N,Ni,O,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10.1038/s41467-022-31468-0,Peoples R China,Harbin Inst Technol Shenzhen,NATURE COMMUNICATIONS,17.694,2022-07-14,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1038/s41467-022-31468-0,NaN,NaN,NaN,Li,O,Ru,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/adma.202200302,Peoples R China,Capital Normal Univ,ADVANCED MATERIALS,32.086,2022-06-03,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/adma.202200302,NaN,NaN,NaN,Co,Cr,O,Se,None,None,None,None,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1016/j.chemosphere.2019.125378,Peoples R China,94 Weijin Rd,CHEMOSPHERE,8.943,2020-02-25,66,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.chemosphere.2019.125378,NaN,NaN,NaN,B,C,N,P,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1155/2015/790857,Peoples R China,Beijing Inst Technol,JOURNAL OF NANOMATERIALS,3.791,2015-03-25,4,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1155/2015/790857,NaN,NaN,NaN,Mg,Ni,O,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/cssc.202101559,Greece,Aristotle Univ Thessaloniki,CHEMSUSCHEM,9.14,2021-10-14,5,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/cssc.202101559,NaN,NaN,NaN,O,Ti,None,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,10.1016/j.cej.2015.07.041,Saudi Arabia,King Abdulaziz City Sci & Technol KACST,CHEMICAL ENGINEERING JOURNAL,16.744,2015-10-22,7,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.cej.2015.07.041,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.apsusc.2010.02.074,Canada,Univ Western Ontario,APPLIED SURFACE SCIENCE,7.392,2010-05-01,18,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apsusc.2010.02.074,NaN,NaN,NaN,C,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.apsusc.2011.06.054,Peoples R China,Tsinghua Univ,APPLIED SURFACE SCIENCE,7.392,2011-09-15,51,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apsusc.2011.06.054,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.cej.2014.10.052,Mexico,UAEMex UNAM,CHEMICAL ENGINEERING JOURNAL,16.744,2015-02-15,15,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.cej.2014.10.052,NaN,NaN,NaN,Li,Mo,O,Ti,V,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.apsusc.2021.152210,Hungary,Univ Debrecen,APPLIED SURFACE SCIENCE,7.392,2022-01-07,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apsusc.2021.152210,NaN,NaN,NaN,Cu,I,O,None,None,None,None,None,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1149/1945-7111/ac70fe,Japan,Natl Inst Adv Ind Sci & Technol,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,4.386,2022-06-12,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1149/1945-7111/ac70fe,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acs.est.1c01618,Peoples R China,Shanghai Jiao Tong Univ,ENVIRONMENTAL SCIENCE & TECHNOLOGY,11.357,2021-08-08,28,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acs.est.1c01618,NaN,NaN,NaN,Cl,Fe,I,S,V,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,10.1016/j.matchemphys.2018.12.008,Peoples R China,Yangzhou Univ,MATERIALS CHEMISTRY AND PHYSICS,4.778,2019-02-05,17,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.matchemphys.2018.12.008,NaN,NaN,NaN,B,Fe,Ni,O,Rh,S,Sn,None,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1039/d0ra05177b,Peoples R China,Shenyang Ligong Univ,RSC ADVANCES,4.036,2020-08-21,4,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d0ra05177b,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,10.1016/j.cej.2018.10.218,Peoples R China,Cent S Univ,CHEMICAL ENGINEERING JOURNAL,16.744,2019-03-28,43,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.cej.2018.10.218,NaN,NaN,NaN,Ce,Cl,Hg,La,Mn,N,O,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.apt.2022.103434,India,Natl Inst Technol Silchar,ADVANCED POWDER TECHNOLOGY,4.969,2022-03-22,3,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apt.2022.103434,NaN,NaN,NaN,Ag,O,Zn,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,10.1016/j.chemosphere.2009.02.019,Spain,Univ Basque Country,CHEMOSPHERE,8.943,2009-06-01,22,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.chemosphere.2009.02.019,NaN,NaN,NaN,Cl,O,None,None,None,None,None,None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.cej.2022.134850,Spain,Univ Zaragoza,CHEMICAL ENGINEERING JOURNAL,16.744,2022-04-21,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.cej.2022.134850,NaN,NaN,NaN,F,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.jenvman.2016.06.007,India,Indian Inst Technol,JOURNAL OF ENVIRONMENTAL MANAGEMENT,8.91,2016-10-01,15,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jenvman.2016.06.007,NaN,NaN,NaN,Fe,Ni,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.carbon.2014.05.019,Germany,Max Planck Gesell,CARBON,11.307,2014-09-17,81,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.carbon.2014.05.019,NaN,NaN,NaN,C,None,None,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/S0022-0728(03)00048-2,IL 60439 USA,Argonne Natl Lab,JOURNAL OF ELECTROANALYTICAL CHEMISTRY,2.58,2003-09-15,43,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/S0022-0728(03)00048-2,NaN,NaN,NaN,O,Ru,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1080/25740881.2021.1905842,NaN,NaN,NaN,0.0,NaN,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1080/25740881.2021.1905842,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apsusc.2019.05.150,Peoples R China,Sichuan Univ,APPLIED SURFACE SCIENCE,7.392,2019-07-09,17,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apsusc.2019.05.150,NaN,NaN,NaN,Ag,O,P,Ti,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.ijhydene.2013.05.169,Russia,Boreskov Inst Catalysis SB RAS,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2013-08-21,12,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2013.05.169,NaN,NaN,NaN,Ni,Rh,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1039/c8se00536b,India,NIT Kurukshetra,SUSTAINABLE ENERGY & FUELS,6.813,2019-05-27,6,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c8se00536b,NaN,NaN,NaN,Co,Ni,O,Zn,None,None,None,None,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1016/j.saa.2013.12.101,India,Univ Burdwan Golapbag,SPECTROCHIMICA ACTA PART A-MOLECULAR AND BIOMOLECULAR SPECTROSCOPY,4.831,2014-05-15,14,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.saa.2013.12.101,NaN,NaN,NaN,Cr,I,S,V,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/ja404585p,Canada,Univ Laval,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,2013-06-26,243,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/ja404585p,NaN,NaN,NaN,B,C,O,S,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1007/s40820-019-0358-x,Australia,Curtin Univ,NANO-MICRO LETTERS,23.655,2020-02-12,29,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1007/s40820-019-0358-x,NaN,NaN,NaN,C,N,P,S,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,10.1021/acsomega.1c03115,Pakistan,Natl Univ Sci & Technol NUST,ACS OMEGA,4.132,2022-03-04,1,NaN,NaN,NaN,It offered a small overpotential of 174.1 mV to attain a current density of 10 mA/cm(2) and a Tafel plot value of 147 mV/dec for HER,No pH key word.10.1021/acsomega.1c03115,NaN,NaN,NaN,C,Mo,Zr,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/acsomega.1c03115,Pakistan,Natl Univ Sci & Technol NUST,ACS OMEGA,4.132,2022-03-04,1,NaN,NaN,NaN,"Additionally, the catalyst was stable for over 24 h and similar to 1000 cycles with a very minute shift in performance, and the electrolyzer indicates that a potential of similar to 1.3 V is required to reach 10 mA/cm(2) current density",No pH key word.10.1021/acsomega.1c03115,NaN,NaN,NaN,C,Mo,Zr,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.mtchem.2021.100632,Thailand,Chulalongkorn Univ,MATERIALS TODAY CHEMISTRY,7.613,2021-12-10,8,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.mtchem.2021.100632,NaN,NaN,NaN,O,Ru,None,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/cssc.201801632,Australia,Monash Univ,CHEMSUSCHEM,9.14,2018-12-28,96,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/cssc.201801632,NaN,NaN,NaN,Cl,N,Ru,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
