,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Acid_OVP,Alkaline_OVP,Neutral_OVP,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_HER
0,10.1061/(ASCE)EE.1943-7870.0001716,Australia,RMIT Univ,JOURNAL OF ENVIRONMENTAL ENGINEERING,2.479,2020-06-11,8,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1061/(ASCE)EE.1943-7870.0001716,NaN,NaN,NaN,O,P,Ti,V,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1252/jcej.37.174,South Korea,Seoul Natl Univ,JOURNAL OF CHEMICAL ENGINEERING OF JAPAN,0.799,2004-02-01,4,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1252/jcej.37.174,NaN,NaN,NaN,I,None,None,None,None,None,None,None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.apcatb.2018.11.027,India,INST,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2019-02-19,34,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apcatb.2018.11.027,NaN,NaN,NaN,C,N,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1039/c8cc04866e,Peoples R China,Univ Jinan,CHEMICAL COMMUNICATIONS,6.065,2018-12-28,19,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c8cc04866e,NaN,NaN,NaN,C,Fe,Ni,Se,None,None,None,None,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/acs.inorgchem.9b00774,France,Univ Claude Bernard Lyon 1,INORGANIC CHEMISTRY,5.436,2019-07-09,10,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acs.inorgchem.9b00774,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.cattod.2019.01.025,Spain,CSIC,CATALYSIS TODAY,6.562,2019-03-28,9,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.cattod.2019.01.025,NaN,NaN,NaN,O,P,Ti,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,10.1039/c3cp52981a,CA 94720 USA,Univ Calif Berkeley,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,3.945,2013-11-08,74,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c3cp52981a,NaN,NaN,NaN,Co,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,10.1016/j.ultsonch.2017.11.043,Peoples R China,Liaoning Univ,ULTRASONICS SONOCHEMISTRY,9.336,2018-12-28,35,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ultsonch.2017.11.043,NaN,NaN,NaN,Ba,N,O,Zr,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,10.1016/j.seppur.2016.10.045,Iran,Ferdowsi Univ Mashhad,SEPARATION AND PURIFICATION TECHNOLOGY,9.136,2017-03-01,12,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.seppur.2016.10.045,NaN,NaN,NaN,Cd,K,O,Pb,S,Ti,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,10.1039/c7nr08148k,Peoples R China,Wuhan Univ Technol,NANOSCALE,8.307,2018-12-28,111,116.0,129.0,NaN,"Meanwhile, it also shows very low overpotentials of only 116 and 129 mV at 10 mA cm(-2) with robust stability in acidic and alkaline media, respectively.","Normal,acid and alkaline.",1,0,0,C,Co,P,None,None,None,None,None,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1039/c9nr10087c,Austria,TU Wien,NANOSCALE,8.307,2020-04-02,13,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c9nr10087c,NaN,NaN,NaN,C,O,Rh,None,None,None,None,None,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.jcat.2005.11.041,WA 99352 USA,Pacific NW Natl Lab,JOURNAL OF CATALYSIS,8.047,2006-02-15,18,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jcat.2005.11.041,NaN,NaN,NaN,C,O,Ti,None,None,None,None,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/acscatal.0c04646,NaN,NaN,NaN,0.0,NaN,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acscatal.0c04646,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/anie.201811067,Singapore,Natl Univ Singapore,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,2019-03-08,30,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/anie.201811067,NaN,NaN,NaN,C,P,None,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1016/j.apcata.2015.12.012,NaN,NaN,NaN,0.0,NaN,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apcata.2015.12.012,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d1nj02931b,Peoples R China,Shihezi Univ,NEW JOURNAL OF CHEMISTRY,3.925,2022-02-10,3,NaN,NaN,NaN,"For the OER, when the current density is 10 mA cm(-2), the overpotential (eta) is 340 mV, and good stability is maintained for about 10 h without current attenuation",No pH key word.10.1039/d1nj02931b,NaN,NaN,NaN,C,Co,Cu,None,None,None,None,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/jacsau.1c00346,OR 97331 USA,Oregon State Univ,JACS AU,0.0,2022-02-08,5,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/jacsau.1c00346,NaN,NaN,NaN,Co,O,Ru,S,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/bi952667h,NaN,NaN,BIOCHEMISTRY,3.321,1996-04-02,73,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/bi952667h,NaN,NaN,NaN,Mn,O,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.cattod.2018.03.071,Peoples R China,Shenzhen Univ,CATALYSIS TODAY,6.562,2018-12-28,22,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.cattod.2018.03.071,NaN,NaN,NaN,B,Bi,C,I,N,O,P,None,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,10.1002/jctb.2683,Spain,Univ Valencia,JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY,3.709,2012-01-01,22,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/jctb.2683,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.4028/www.scientific.net/AMR.396-398.1918,Peoples R China,Southwest Petr Univ,NaN,0.0,2012-11-28,6,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.4028/www.scientific.net/AMR.396-398.1918,NaN,NaN,NaN,O,Ti,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d1ra05045a,Peoples R China,Qingdao Univ Sci & Technol,RSC ADVANCES,4.036,2021-11-28,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d1ra05045a,NaN,NaN,NaN,Fe,Ni,None,None,None,None,None,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.envres.2022.112728,Peoples R China,Univ Sci & Technol Beijing,ENVIRONMENTAL RESEARCH,8.431,2022-03-30,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.envres.2022.112728,NaN,NaN,NaN,Co,Mn,None,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.jechem.2017.09.022,Peoples R China,Chinese Acad Sci,JOURNAL OF ENERGY CHEMISTRY,13.599,2017-11-28,43,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jechem.2017.09.022,NaN,NaN,NaN,C,N,None,None,None,None,None,None,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/acsami.9b15208,Peoples R China,Dalian Univ Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,2020-02-17,51,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acsami.9b15208,NaN,NaN,NaN,Co,Mn,N,Ni,P,None,None,None,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,10.1016/j.electacta.2022.140788,Peoples R China,Yunnan Univ,ELECTROCHIMICA ACTA,7.336,2022-07-29,0,NaN,202.0,NaN,The as-synthesized catalyst exhibits an ultralow overpotential of 202 mV (10 mA cm-2) in 1 M KOH solution with a Tafel slope (eta 10 = 202 mV) of 28.9 mV dec- 1,"Normal,only alkaline.",0,1,0,Co,Fe,Ni,O,P,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,10.1016/j.chemosphere.2021.131720,Peoples R China,Univ Chinese Acad Sci,CHEMOSPHERE,8.943,2021-10-20,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.chemosphere.2021.131720,NaN,NaN,NaN,C,F,O,P,S,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1039/c6ta08363c,Peoples R China,Chinese Acad Sci,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2016-01-01,118,NaN,NaN,NaN,The obtained FeP@NPCs exhibited outstanding catalytic activities and durabilities toward both the ORR and OER with a potential gap of 0.74 V between the half-wave potential for the ORR and the OER potential at a current density of 10 mA cm(-2) in alkaline electrolytes.,Error in finding OVP values.10.1039/c6ta08363c,NaN,NaN,NaN,C,Fe,P,None,None,None,None,None,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1002/adfm.202207136,England,Imperial Coll London,ADVANCED FUNCTIONAL MATERIALS,19.924,2022-09-10,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/adfm.202207136,NaN,NaN,NaN,Bi,Fe,Ni,O,V,None,None,None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1007/s10853-021-05935-w,Peoples R China,Chongqing Univ,JOURNAL OF MATERIALS SCIENCE,4.682,2021-03-17,3,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1007/s10853-021-05935-w,NaN,NaN,NaN,C,N,P,Pd,None,None,None,None,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1016/j.ijhydene.2010.01.121,South Korea,Seoul Natl Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2010-04-01,25,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2010.01.121,NaN,NaN,NaN,Ca,La,Mg,Ni,O,Y,Zr,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
0,10.1021/acsenergylett.1c00904,Germany,Friedrich Alexander Univ Erlangen Nurnberg,ACS ENERGY LETTERS,23.991,2021-07-23,18,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acsenergylett.1c00904,NaN,NaN,NaN,B,C,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.psep.2020.07.021,Spain,Univ Vigo,PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,7.926,2021-01-27,18,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.psep.2020.07.021,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,10.1016/j.jwpe.2020.101690,Bangladesh,Bangladesh Univ Engn & Technol,JOURNAL OF WATER PROCESS ENGINEERING,7.34,2021-02-10,13,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jwpe.2020.101690,NaN,NaN,NaN,B,S,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/ejic.202000638,NaN,NaN,NaN,0.0,NaN,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/ejic.202000638,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s11051-005-9022-0,VA 23284 USA,Virginia Commonwealth Univ,JOURNAL OF NANOPARTICLE RESEARCH,2.533,2006-08-01,33,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1007/s11051-005-9022-0,NaN,NaN,NaN,None,None,None,None,None,None,None,None,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.renene.2022.04.028,India,HBNI,RENEWABLE ENERGY,8.634,2022-05-30,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.renene.2022.04.028,NaN,NaN,NaN,C,Li,O,Pd,None,None,None,None,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/es050220i,MI 48109 USA,Univ Michigan,ENVIRONMENTAL SCIENCE & TECHNOLOGY,11.357,2005-09-01,39,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/es050220i,NaN,NaN,NaN,As,C,Cl,F,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.jcis.2022.04.169,Peoples R China,Hunan Univ,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,2022-06-29,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jcis.2022.04.169,NaN,NaN,NaN,Ag,O,P,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1055/s-0033-1338441,Italy,Dept Ind Chem Toso Montanari,SYNTHESIS-STUTTGART,2.969,2013-08-18,25,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1055/s-0033-1338441,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
