Warning_OER,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Acid_OVP,Alkaline_OVP,Neutral_OVP,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_OER
0,10.1149/2.0351815jes,Peoples R China,Hong Kong Univ Sci & Technol,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,4.386,12/28/2018,22,159,NaN,NaN,"The optimized catalyst treated at 800 degrees C shows a remarkably high HER activity with an overpotential of only 159 mV at current density of 10 mA cm(-2) in a 0.5 M H2SO4 solution, which is better than most non-precious metal based and metal free catal","Normal,only acid.",0,0,0,C,Co,N,None,None,None,None,None,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsnano.1c01024,Peoples R China,Beijing Inst Technol,ACS NANO,18.027,8/20/2021,23,78,NaN,NaN,"Consequently, only a low 78 mV overpotential is needed to achieve the current density of 10 mA cm(-2) in acidic solution along with a favorable Tafel kinetic process with a Tafel slope of 38.7 mV dec(-1)","Normal,only acid.",0,0,0,C,Mo,S,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jcis.2021.10.042,Peoples R China,Harbin Engn Univ,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,11/8/2021,6,107,182,NaN,The CoSe2-MoSe2(1-1)/rGO shows an overpotential of 107 mV at 10 mA cm(2) with a Tafel slope of 56 mV dec (1) under acidic condition,"Normal,only acid.",0,0,0,C,Se,Co,Mo,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsanm.2c01272,Peoples R China,South China Agr Univ,ACS APPLIED NANO MATERIALS,6.14,7/6/2022,0,148,NaN,NaN,"The designed MoS2MoO2/CW electrode has a potential of 148 mV at a current density of 10 mA cm-2, a low Tafel slope of 86.7 mV dec-1, and outstanding long-term stability in 0.5 M H2SO4","Normal,only acid.",0,0,0,C,Mo,O,S,None,None,None,None,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1039/d1ta00044f,Peoples R China,Harbin Inst Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,5/13/2021,27,84,94,NaN,"With the advantages of hole-rich and unique nanosheet features, the hole-rich CoP nanosheets show low HER overpotentials with only 84 and 94 mV to achieve a current density of 10 mA cm(-2) in both acidic and alkaline media, better than that of the other d","Normal,acid and alkaline.",0,0,0,Co,P,None,None,None,None,None,None,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1039/c7ee00388a,Peoples R China,Fudan Univ,ENERGY & ENVIRONMENTAL SCIENCE,39.714,5/1/2017,305,89,NaN,NaN,"As expected, the P-Mo2C@C nanowires with controlled P-doping (P: 2.9 wt%) deliver a low overpotential of 89 mV at a current density of -10 mA cm(-2) and striking kinetic metrics (onset overpotential: 35 mV, Tafel slope: 42 mV dec(-1)) in acidic electrolyt","Normal,only acid.",0,1,0,C,Mo,P,None,None,None,None,None,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.1016/j.ensm.2020.02.022,Peoples R China,Univ Sci & Technol China,ENERGY STORAGE MATERIALS,20.831,5/14/2020,41,160,173,NaN,"Thanks to the unique morphology and modulated composition, the CoP@PNC-DoS manifested excellent universal electrocatalytic activity for both oxygen and hydrogen electrodes, where a small potential gap of 0.781 V (Delta E = E-j10-E-1/2) between ORR and OER","Normal,acid and alkaline.",0,0,0,C,Co,P,Zn,None,None,None,None,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,10.1016/j.nanoen.2022.107296,Singapore,Nanyang Technol Univ,NANO ENERGY,19.069,6/5/2022,3,28,45,NaN,"The catalyst exhibits superior catalytic activity with low overpotentials (28 and 45 mV at 10 mA cm(-2)) and high turnover frequencies (TOFs, 3.06 and 1.40 H-2 s(-1) at 50 mV) in acidic and alkaline electrolytes, respectively","Normal,acid and alkaline.",0,1,0,C,Ir,Ni,None,None,None,None,None,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.susmat.2022.e00455,Peoples R China,Hefei Univ Technol,SUSTAINABLE MATERIALS AND TECHNOLOGIES,10.681,7/10/2022,0,88,NaN,NaN,"In 0.5 M H2SO4, the crystalline Fe35Co25Ni25P7.5C7.5 shows superior catalytic activities and stability due to the strong corrosion resistance of high-entropy alloy, achieving a low overpotential of 88 mV at a current density of 10 mA cm-2","Normal,only acid.",0,0,0,C,Co,Fe,Ni,P,None,None,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,10.1016/j.apcatb.2020.119092,Peoples R China,Chinese Acad Sci,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,7/1/2020,47,13,12,15,"The remarkably low overpotentials of 12, 15 and 13 mV are required to achieve a current density of 10 mA cm(-2) in 1.0 M KOH, 1.0 M PBS and 0.5 M H2SO4, respectively","Normal,acid, alkaline and neutral.",0,0,0,C,N,P,Ru,None,None,None,None,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.1021/acsnano.2c07255,Peoples R China,Anhui Normal Univ,ACS NANO,18.027,9/9/2022,0,49,72,62,"It exhibits a low overpotential of 49 mV for the HER and 236 mV for the OER at a current density of 10 mA.cm(-2) in acidic pH, 72 mV for the HER and 219 mV at 10 mA.cm(-2) for the OER in alkaline pH, and 62 mV for the HER and 230 mV at 10 mA.cm(-2) for th","Normal,acid, alkaline and neutral.",1,1,0,Cu,Mo,S,Se,None,None,None,None,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.ijhydene.2022.02.037,Peoples R China,Taiyuan Univ Technol,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,5/3/2022,4,66.6,NaN,NaN,"In 0.5 M H2SO4, CoMnP/NF only needed 66.6 mV overpotential to drive the current density of 10 mA cm(-2), with a Tafel slope of 38.8 mV dec(-1)","Normal,only acid.",0,0,0,Co,Mn,P,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,10.1016/j.ijhydene.2019.02.054,India,Dr Babasaheb Ambedkar Marathwada Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,4/19/2019,24,214,400,NaN,"Significantly, Ni doped CZTS electrocatalyst exhibits low overpotential approximately 214 and 400 mV for the hydrogen evolution reactions (HER) in 0.5 M H2SO4 and 1 M KOH electrolyte solutions respectively, and 1.29 V vs RHE for the oxygen evolution react","Normal,acid and alkaline.",1,0,0,C,Cu,Zn,Sn,S,Ni,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
