,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Final_FE,Product_Type,Product_Type_Global_Multi,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel
0,10.3390/en15062011,Peoples R China,Huazhong Univ Sci & Technol,ENERGIES,3.252,2022-04-06,1,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.3390/en15062011,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acs.jpcc.7b04242,Denmark,Tech Univ Denmark,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,2017-08-31,9,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acs.jpcc.7b04242,NaN,NaN,NaN,C,O,Ru,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1002/anie.201503879,Peoples R China,Univ Sci & Technol China,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,2015-07-27,118,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1002/anie.201503879,NaN,NaN,NaN,B,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,10.1038/s41929-019-0338-z,Peoples R China,Nankai Univ,NATURE CATALYSIS,40.706,2019-10-25,112,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1038/s41929-019-0338-z,NaN,NaN,NaN,Cu,O,None,None,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2018.07.066,Peoples R China,Natl Ctr Nanosci & Technol,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2018-12-28,58,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.apcatb.2018.07.066,NaN,NaN,NaN,Bi,Cd,Fe,S,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/ceat.270170605,NaN,NaN,NaN,0.0,NaN,0,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1002/ceat.270170605,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c9ra08967e,Peoples R China,Wuhan Univ,RSC ADVANCES,4.036,2020-01-29,9,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1039/c9ra08967e,NaN,NaN,NaN,Al,Ce,O,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,10.1021/acscatal.5b01767,CA 92093 USA,Univ Calif San Diego,ACS CATALYSIS,13.7,2015-11-01,514,100.0,CO,0,"The chemical products of the reduction, obtained with similar to 100% Faradaic efficiency, are mixtures of CO and H-2","Normal, FE value found.",0,0,0,C,O,None,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acs.chemmater.0c02843,Peoples R China,Chinese Acad Sci,CHEMISTRY OF MATERIALS,10.508,2020-11-20,11,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acs.chemmater.0c02843,NaN,NaN,NaN,Br,Cl,F,I,O,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d1ee03838a,Peoples R China,Xi An Jiao Tong Univ,ENERGY & ENVIRONMENTAL SCIENCE,39.714,2022-05-11,0,90.0,CH3COOH,1,"Notably, a total C2+ faradaic efficiency of >90% that encompasses up to nearly 50% acetate faradaic efficiency is achieved via elevating average local OH- concentration","Normal, FE value found.",0,1,1,C,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1021/acsami.1c03557,Peoples R China,Nanjing Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,2021-07-07,7,33.42,C2H4,1,"We realized a higher C2H4 Faradaic efficiency (FE) of 33.42% at -1.17 V versus reversible hydrogen electrode (RHE) on the Fe-TCPP@Cu electrode than that on the sole Cu electrode (16.85%, at -1.27 V vs RHE)","Normal, FE value found.",0,1,0,C,Cl,Co,Cu,Fe,Ni,O,None,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,10.1038/s41557-018-0201-x,Peoples R China,Tsinghua Univ,NATURE CHEMISTRY,24.274,2019-03-07,336,92.0,CO,0,"This results in a Faradaic efficiency for CO generation above 92%, with the competing hydrogen evolution reaction almost completely suppressed","Normal, FE value found.",0,0,0,C,O,None,None,None,None,None,None,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1016/S0920-5861(98)00217-X,Japan,Kyoto Univ,CATALYSIS TODAY,6.562,1998-10-19,35,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/S0920-5861(98)00217-X,NaN,NaN,NaN,C,Cu,Fe,O,Rh,None,None,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2019.02.084,Peoples R China,Chinese Acad Sci,CHEMICAL ENGINEERING JOURNAL,16.744,2019-03-12,50,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.cej.2019.02.084,NaN,NaN,NaN,Ag,C,Mn,O,None,None,None,None,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.stam.2006.11.004,Australia,Deakin Univ,SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,7.821,2007-01-01,49,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.stam.2006.11.004,NaN,NaN,NaN,C,O,Ti,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1088/2053-1591/ab0b08,Peoples R China,Tianjin Univ Technol,MATERIALS RESEARCH EXPRESS,2.025,2019-03-28,3,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1088/2053-1591/ab0b08,NaN,NaN,NaN,Fe,N,O,Pt,Zn,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jphotobiol.2015.04.003,CA 91125 USA,CALTECH,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY,6.814,2015-11-01,6,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jphotobiol.2015.04.003,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.catcom.2017.09.010,Peoples R China,Donghua Univ,CATALYSIS COMMUNICATIONS,3.51,2018-12-28,22,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.catcom.2017.09.010,NaN,NaN,NaN,O,Zn,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.micromeso.2018.04.018,Germany,Max Planck Inst Kohlenforsch,MICROPOROUS AND MESOPOROUS MATERIALS,5.876,2018-12-28,14,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.micromeso.2018.04.018,NaN,NaN,NaN,C,O,Ti,None,None,None,None,None,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.fuproc.2008.03.006,Peoples R China,Tianjin Univ,FUEL PROCESSING TECHNOLOGY,8.129,2008-11-01,33,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.fuproc.2008.03.006,NaN,NaN,NaN,Ca,Ce,F,O,Zr,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.fuproc.2021.106957,Peoples R China,Univ Sci & Technol Beijing,FUEL PROCESSING TECHNOLOGY,8.129,2021-09-02,1,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.fuproc.2021.106957,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2018.03.091,England,Univ Surrey,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2018-12-28,92,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.apcatb.2018.03.091,NaN,NaN,NaN,C,Ni,O,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1038/s41929-021-00625-x,Switzerland,Swiss Fed Inst Technol,NATURE CATALYSIS,40.706,2021-07-01,25,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1038/s41929-021-00625-x,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,10.1021/acsami.8b04809,Peoples R China,Guangzhou Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,2018-12-28,85,NaN,CO,0,The linear relationship between the crystal facet ratio of Zn(101) to Zn(002) and the Faradaic efficiency (FE) of CO2RR to CO has been revealed for the first time,No FE.value found10.1021/acsami.8b04809,NaN,NaN,NaN,Cu,Zn,None,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1021/acsami.8b04809,Peoples R China,Guangzhou Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,2018-12-28,85,85.0,None,0,"The prepared catalyst with more (101) facets show greater than 85% FE to syngas at -0.9 V (vs reversible hydrogen electrode) in aqueous electrolyte, with tunable CO/H-2 ratios ranging from 0.2 to 2.31 that can be used in existing industrial systems","Normal, FE value found.",0,0,0,Cu,Zn,None,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1021/acsaem.1c01427,CA 94550 USA,Lawrence Livermore Natl Lab,ACS APPLIED ENERGY MATERIALS,6.959,2021-09-19,2,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acsaem.1c01427,NaN,NaN,NaN,C,Cu,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apsusc.2011.01.141,Japan,Daiki Ataka Engn Co,APPLIED SURFACE SCIENCE,7.392,2011-06-25,37,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.apsusc.2011.01.141,NaN,NaN,NaN,Ni,O,Sm,Zr,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
