,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Final_FE,Product_Type,Product_Type_Global_Multi,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel
0,10.1016/j.jssc.2018.04.007,Peoples R China,Ningbo Univ,JOURNAL OF SOLID STATE CHEMISTRY,3.656,2018-12-28,24,55.6,CO,0,The as-prepared Ag/Co3O4 material exhibits a high selectivity of CO in 0.1 M KHCO3 aqueous solution (CO2 saturated) with the corresponding faradaic efficiency up to 55.6%,"Normal, FE value found.",0,0,0,Ag,C,Co,O,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jssc.2018.04.007,Peoples R China,Ningbo Univ,JOURNAL OF SOLID STATE CHEMISTRY,3.656,2018-12-28,24,21.3,CO,0,"Compared with the Ag/Co3O4 electrode, the maximum faradaic efficiency (FE) of CO of pure Co3O4 is 21.3% at -1.8 V vs","Normal, FE value found.",0,0,0,Ag,C,Co,O,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1038/s41467-021-23065-4,Canada,Univ Toronto,NATURE COMMUNICATIONS,17.694,2021-06-16,34,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1038/s41467-021-23065-4,NaN,NaN,NaN,C,O,None,None,None,None,None,None,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10.1038/s41467-017-01165-4,South Korea,Korea Adv Inst Sci & Technol,NATURE COMMUNICATIONS,17.694,2017-11-07,86,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1038/s41467-017-01165-4,NaN,NaN,NaN,None,None,None,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acssuschemeng.7b01305,Peoples R China,Chinese Acad Sci,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,2017-10-01,23,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acssuschemeng.7b01305,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.energy.2022.123463,Peoples R China,Guangdong Univ Technol,ENERGY,8.857,2022-05-18,2,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.energy.2022.123463,NaN,NaN,NaN,Co,Cu,Fe,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2022.135210,Peoples R China,Jiangsu Univ,CHEMICAL ENGINEERING JOURNAL,16.744,2022-04-26,1,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.cej.2022.135210,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.fuproc.2011.04.005,Peoples R China,Agr Univ Jiangxi,FUEL PROCESSING TECHNOLOGY,8.129,2011-07-16,54,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.fuproc.2011.04.005,NaN,NaN,NaN,C,Ni,O,Pd,Ru,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/anie.202009616,Australia,Univ New South Wales,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,2020-09-29,61,93.0,CO,0,A high CO Faradaic efficiency of 93 % is achieved with a site-specific activity of 6.6 mA cm(-2)at a moderate overpotential of 590 mV on the reconstructed 50 nm Pd nanosheets,"Normal, FE value found.",0,0,0,C,O,Pd,None,None,None,None,None,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1039/c9ta11408d,Peoples R China,Donghua Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2020-02-18,35,NaN,None,0,"However, the NRR is still restricted by low faradaic efficiency and NH3 yield, which is due to the chemical inertness of N-related groups for efficient adsorption/activation on the electrocatalysts",No FE.value found10.1039/c9ta11408d,NaN,NaN,NaN,C,Co,N,Ni,O,None,None,None,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c9ta11408d,Peoples R China,Donghua Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2020-02-18,35,5.3,None,0,"As a result, oxygen vacancy-rich NiCo2O4 on hollow N-carbon polyhedra (V-o-rich NiCo2O4@HNCP) shows outstanding electrocatalytic NRR performance with high production yield (NH3: 4.1 mu g h(-1) cm(-2)/17.8 mu g h(-1) mg(-1); faradaic efficiency: 5.3%) and high stability under ambient conditions and is superior to the counterpart oxygen vacancy-poor electrocatalysts","Normal, FE value found.",1,0,0,C,Co,N,Ni,O,None,None,None,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.matlet.2020.127990,Peoples R China,Taiyuan Univ Technol,MATERIALS LETTERS,3.574,2020-06-26,6,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.matlet.2020.127990,NaN,NaN,NaN,Bi,Br,C,O,Ti,Xe,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/cctc.201600020,CA 90024 USA,Univ Calif Los Angeles,CHEMCATCHEM,5.497,2016-04-20,11,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1002/cctc.201600020,NaN,NaN,NaN,Al,Cu,O,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acs.inorgchem.9b01018,Peoples R China,Tianjin Univ Technol,INORGANIC CHEMISTRY,5.436,2019-08-16,23,71.0,CO,0,"The well-distributed nanosheets of MnO2 impart a much higher density of accessible active sites for CO2RR, enabling the selective CO2 reduction to CO with a large current density (14.1 mA cm(-2)), excellent Faradaic efficiency (71%) and high electrochemical stability (10 h)","Normal, FE value found.",0,0,0,C,Mn,O,None,None,None,None,None,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/admi.201801062,Peoples R China,Jilin Univ,ADVANCED MATERIALS INTERFACES,6.389,2018-12-28,37,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1002/admi.201801062,NaN,NaN,NaN,Au,C,O,Ti,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,10.1016/j.jhazmat.2022.128796,South Korea,Sungshin Womens Univ,JOURNAL OF HAZARDOUS MATERIALS,14.224,2022-06-11,1,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jhazmat.2022.128796,NaN,NaN,NaN,O,P,Ti,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsaem.8b00673,Peoples R China,Sun Yat Sen Univ,ACS APPLIED ENERGY MATERIALS,6.959,2019-02-27,20,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acsaem.8b00673,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1038/s41467-022-29861-w,Peoples R China,South China Normal Univ,NATURE COMMUNICATIONS,17.694,2022-05-18,2,90.0,None,0,High Faradaic efficiency (>90%) is maintained at a wide potential window with a durability of 160 h,"Normal, FE value found.",0,0,0,C,O,Sn,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1002/cssc.201903117,South Korea,Pohang Univ Sci & Technol POSTECH,CHEMSUSCHEM,9.14,2020-01-07,27,93.4,CO,0,The NSCNW catalysts preferentially and rapidly converted CO2 into CO with a high Faradaic efficiency of 93.4 % and a partial current density of -5.93 mA cm(-2) at a low overpotential of 490 mV,"Normal, FE value found.",0,0,0,C,O,S,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/cssc.201903117,South Korea,Pohang Univ Sci & Technol POSTECH,CHEMSUSCHEM,9.14,2020-01-07,27,90.0,CO,0,"Moreover, the catalysts also exhibited a quite stable current-density profile during 20 h with a high CO Faradaic efficiency above 90 % throughout the electrolysis reaction","Normal, FE value found.",0,0,0,C,O,S,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apsusc.2020.148020,India,Thapar Inst Engn & Technol Deemed Be Univ,APPLIED SURFACE SCIENCE,7.392,2020-12-08,14,58.0,None,1,"From electrochemical experiments, total Faradaic efficiency (FE) for the liquid products reached to similar to 58% at -0.8 V (vs","Normal, FE value found.",0,0,0,C,Cu,O,None,None,None,None,None,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10.1016/j.apsusc.2020.148020,India,Thapar Inst Engn & Technol Deemed Be Univ,APPLIED SURFACE SCIENCE,7.392,2020-12-08,14,40.0,HCOOH,1,"In addition, FE for formic acid remained constant around similar to 40% at -0.8 V vs","Normal, FE value found.",0,0,0,C,Cu,O,None,None,None,None,None,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10.1016/j.electacta.2008.05.054,Italy,Univ Roma Tre,ELECTROCHIMICA ACTA,7.336,2008-11-15,25,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.electacta.2008.05.054,NaN,NaN,NaN,Cs,O,V,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.electacta.2021.138550,Poland,Univ Warsaw,ELECTROCHIMICA ACTA,7.336,2021-07-14,1,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.electacta.2021.138550,NaN,NaN,NaN,C,Cl,N,O,Pd,None,None,None,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1016/j.scitotenv.2019.134049,Peoples R China,Jiangsu Univ,SCIENCE OF THE TOTAL ENVIRONMENT,10.753,2019-12-16,71,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.scitotenv.2019.134049,NaN,NaN,NaN,C,Fe,Hg,Mn,N,O,S,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,10.1007/s11468-019-01086-6,NaN,NaN,NaN,0.0,NaN,0,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1007/s11468-019-01086-6,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2015.05.129,NaN,NaN,NaN,0.0,NaN,0,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.ijhydene.2015.05.129,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/b615275a,Italy,Univ Messina,GREEN CHEMISTRY,11.034,2007-06-01,175,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1039/b615275a,NaN,NaN,NaN,C,O,Pt,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2020.127292,Peoples R China,Jiangsu Univ,CHEMICAL ENGINEERING JOURNAL,16.744,2021-03-03,8,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.cej.2020.127292,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cattod.2009.07.077,Japan,Mie Univ,CATALYSIS TODAY,6.562,2009-11-30,95,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.cattod.2009.07.077,NaN,NaN,NaN,C,Cu,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1002/adfm.201802021,Peoples R China,Cent China Normal Univ,ADVANCED FUNCTIONAL MATERIALS,19.924,2018-12-28,99,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1002/adfm.201802021,NaN,NaN,NaN,Au,I,Ni,None,None,None,None,None,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10.1016/j.ijhydene.2018.08.163,Iran,Univ Kashan,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2018-12-28,42,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.ijhydene.2018.08.163,NaN,NaN,NaN,C,O,None,None,None,None,None,None,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.apcatb.2019.117845,Spain,Univ Basque Country,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2019-09-19,46,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.apcatb.2019.117845,NaN,NaN,NaN,C,Ca,Na,O,Ru,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1038/s41557-020-0481-9,Peoples R China,Hunan Univ,NATURE CHEMISTRY,24.274,2020-06-25,147,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1038/s41557-020-0481-9,NaN,NaN,NaN,C,Cu,N,O,Pd,None,None,None,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s11144-007-5156-7,Hungary,Univ Debrecen,REACTION KINETICS AND CATALYSIS LETTERS,0.927,2007-09-01,4,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1007/s11144-007-5156-7,NaN,NaN,NaN,C,I,Rh,Ru,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.fuel.2020.118389,India,Thapar Inst Engn & Technol,FUEL,8.035,2020-08-26,14,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.fuel.2020.118389,NaN,NaN,NaN,Co,Ni,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,10.1039/c4nr03900a,Peoples R China,Ocean Univ China,NANOSCALE,8.307,2014-12-17,111,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1039/c4nr03900a,NaN,NaN,NaN,N,O,Ti,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jelechem.2020.114623,Peoples R China,Wuhan Univ Technol,JOURNAL OF ELECTROANALYTICAL CHEMISTRY,4.598,2020-11-25,2,72.2,None,0,The maximum Faradaic efficiency of 72.2% was obtained with a Sn-95-Co-5/Cu-f electrode at a potential of -1.36 V,"Normal, FE value found.",0,0,0,Co,Cu,O,Sn,None,None,None,None,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1039/d0dt00800a,Peoples R China,North Minzu Univ,DALTON TRANSACTIONS,4.569,2020-05-27,7,85.6,CO,0,"In this work, an effective vapor ammonization-electroreduction strategy is developed to fabricate a surface-reconstructed and N-coordinated Zn electrocatalyst (Zn-N), which exhibits high electrocatalytic activity and stability for CO2 reduction to CO with a faradaic efficiency (FE) of 85.6% and a CO partial current density of 11.2 mA cm(-2) at -0.91 V vs","Normal, FE value found.",0,0,0,C,N,O,Zn,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1002/anie.201504072,Japan,Univ Tokyo,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,2015-08-03,127,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1002/anie.201504072,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
