Warning_OER,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Acid_OVP,Alkaline_OVP,Neutral_OVP,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_OER
0,10.1016/j.electacta.2018.10.011,Peoples R China,Hunan Univ,ELECTROCHIMICA ACTA,7.336,12/28/2018,17,39.7,139,NaN,"The Pt-TiN NAs demonstrate high HER efficiencies both in acid (0.5 M H2SO4) and alkaline media (1 M KOH) with the overpotentials of 39.7 mV and 139 mV at the current density of 10 mA cm(-2), respectively, which is comparable to that of commercial 20 wt % ","Normal,acid and alkaline.",0,0,1,N,Ti,Pt,None,None,None,None,None,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.1039/c8dt04731f,Peoples R China,North Univ China,DALTON TRANSACTIONS,4.569,3/11/2019,18,NaN,120,NaN,Cu-Co-P-S/NF presents an overpotential value of 220 mV at 50 mA cm(-2) for OER and that for Cu-Co-P-S/NF of 120 mV at 10 mA cm(-2) for HER in an alkaline medium,"Normal,only alkaline.",1,1,0,O,P,S,Cu,Co,None,None,None,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,10.1002/adma.201703311,Peoples R China,Nanjing Normal Univ,ADVANCED MATERIALS,32.086,10/18/2017,309,NaN,17,NaN,"Benefiting from high intrinsic activity, high electrochemical surface area, 3D open network, and improved electron transport, the resulting MoNi4/MoO3-x electrode exhibits a remarkable HER activity with extremely low overpotentials of 17 mV at 10 mA cm(-2","Normal,only alkaline.",0,1,0,Mo,Ni,O,None,None,None,None,None,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.1002/smtd.202100125,Peoples R China,China Univ Geosci,SMALL METHODS,15.367,6/4/2021,9,NaN,100,NaN,"Benefitting from the heterostructured engineering, the as-synthesized CoFe PBA@CoP presents remarkable electrocatalytic performance in 1.0 m KOH, only requiring overpotentials of 100 mV for hydrogen evolution reaction (HER) and 171 mV for oxygen evolution","Normal,only alkaline.",0,1,0,B,Co,Fe,O,P,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,10.1021/acsami.0c17557,South Korea,Daegu Gyeongbuk Inst Sci & Technol DGIST,ACS APPLIED MATERIALS & INTERFACES,10.383,3/25/2021,6,NaN,99.8,NaN,"The Ni@SNG sample synthesized at 800 degrees C shows excellent activity for HER in alkaline medium with a low overpotential of 99.8 mV at 10 mA cm(-2), which is close to that of the state-of-the-art Pt/C catalyst","Normal,only alkaline.",0,0,0,C,N,Ni,None,None,None,None,None,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.1002/cnma.201500163,Peoples R China,China West Normal Univ,CHEMNANOMAT,3.82,12/1/2015,76,NaN,80,NaN,"This electrode needs overpotentials of 80 and 309 mV to drive 10 mAcm(-2) for HER and OER, respectively, in 1.0m KOH, and its two-electrode water electrolyzer requires voltage of 1.67V to reach 10 mAcm(-2).","Normal,only alkaline.",1,1,0,Ni,P,None,None,None,None,None,None,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,10.1016/j.mtener.2021.100854,Peoples R China,Beijing Univ Chem Technol,MATERIALS TODAY ENERGY,9.257,10/29/2021,5,NaN,120,NaN,The overpotential of as-fabricated O-MoS2 at 10 mA/cm(2) is only 120 mV in alkaline electrolyte,"Normal,only alkaline.",0,0,0,Mo,O,S,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.1016/j.cej.2017.10.074,Peoples R China,China Univ Petr East China,CHEMICAL ENGINEERING JOURNAL,16.744,12/28/2018,173,NaN,100,NaN,"NiFeMoS/NF-P as bifunctional electrocatalyst exhibit excellent electrocatalytic performance in 1M KOH, producing a current density of 150 mA cm(-2) at a overpotential of 280 mV for OER and a overpotential of 100 mV at 10 mA cm(-2) for HER","Normal,only alkaline.",1,1,0,Fe,Mo,Ni,O,P,S,None,None,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1,10.1016/j.electacta.2021.139199,TN 37388 USA,Univ Tennessee,ELECTROCHIMICA ACTA,7.336,9/29/2021,16,NaN,114,NaN,"The NiFeW-LDHs exhibited remarkable performance compared to NiFe hydroxides, showing decreased overpotentials of 31 mV and 114 mV for the oxygen evolution reactions (OERs) and hydrogen evolution reactions (HERs) at 10 mA/cm(2) and -10 mA/cm(2), respective","Normal,only alkaline.",0,1,0,C,Fe,Ni,W,None,None,None,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,10.1007/s12678-021-00701-7,Peoples R China,Southeast Univ,ELECTROCATALYSIS,2.933,3/5/2022,0,NaN,131,NaN,"In alkaline medium, the optimized S-800 material only needs 131 mV and 245 mV overpotentials when the current density is 10 mA cm(-2) and 50 mA cm(-2), respectively","Normal,only alkaline.",1,1,0,C,Co,S,None,None,None,None,None,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.nanoen.2019.04.086,Peoples R China,Nanjing Xiaozhuang Univ,NANO ENERGY,19.069,6/25/2019,27,39,22,NaN,"Due to the synergy of metal vacancies and twinned structural advantages, including the appropriate hydrogen binding energy, large exposed surface, anisotropic structure and fast mass/charge transport, v-Pd3Pt29Ru62Te6 AS exhibits significantly enhanced HE","Normal,acid and alkaline.",0,0,0,Pd,Pt,Ru,Te,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.seppur.2020.117629,Peoples R China,Nanjing Xiaozhuang Univ,SEPARATION AND PURIFICATION TECHNOLOGY,9.136,11/20/2020,4,NaN,79,NaN,"As expected, the optimized Ni0.15Co0.85S2@MoS2 catalyst presents ultrahigh HER property, a low overpotential of 79 mV at 10 mA cm(-2) and a Tafel slope of 52 mV dec(-1) can be observed in 1.0 M KOH, accompanied by excellent stability","Normal,only alkaline.",0,0,0,Co,Mo,Ni,S,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,10.1088/1361-6528/aab6ff,Peoples R China,Jinan Univ,NANOTECHNOLOGY,3.953,12/28/2018,34,NaN,81,NaN,"The as-synthesized Ni3S2 NWs/Ni exhibits a low overpotential of 81 and 317 mV to render a current density of 10 mA cm(-2) for the HER and OER, respectively, in 1.0 mol l(-1) KOH solution","Normal,only alkaline.",1,1,0,Ni,S,None,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10.1021/acsami.5b10727,Peoples R China,Tsinghua Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,1/27/2016,416,NaN,159,NaN,"The as-prepared CoP hollow polyhedron, which have large specific surface area and high porosity providing rich catalytic active sites, show excellent electrocatalytic performances for both HER and OER in acidic and alkaline media, respectively, with onset","Normal,acid and alkaline.",1,1,0,Co,P,None,None,None,None,None,None,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10.1016/j.apcatb.2020.119738,Peoples R China,Xi An Jiao Tong Univ,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,7/3/2021,52,NaN,92,NaN,"As for hydrogen/oxygen evolution reaction (HER/OER), it has demonstrated fast kinetics and low overpotentials of 92 mV (HER) and 338 mV (OER) at a current density of 10 mA cm(-2) in 1 M KOH","Normal,only alkaline.",1,1,0,C,Co,Mo,N,None,None,None,None,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10.1039/c9ta00598f,Peoples R China,Soochow Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,4/19/2019,71,NaN,52,NaN,"The optimized Co-doped RuO2 NWs exhibit superior oxygen evolution reaction activity with an overpotential of 200 mV to generate a current density of 10 mA cm(-2) under acidic conditions, while the Ni-doped RuO2 NWs show robust hydrogen evolution reaction ","Normal,acid and alkaline.",1,0,0,Co,Ni,O,Ru,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10.1002/admi.201701396,Peoples R China,Qingdao Univ,ADVANCED MATERIALS INTERFACES,6.389,12/28/2018,45,NaN,169,NaN,"The binder-free, self-supported NiCo2S4/NF electrode delivers a current density of 100 mA cm(-2) at an overpotential of 319 mV for the oxygen evolution reaction and a current density of 10 mA cm(-2) at 169 mV for the hydrogen evolution reaction in 1 m KOH","Normal,only alkaline.",1,1,0,Co,Ni,S,None,None,None,None,None,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10.1016/S1872-2067(21)63962-1,Peoples R China,Minnan Normal Univ,CHINESE JOURNAL OF CATALYSIS,12.92,4/20/2022,1,NaN,68,NaN,The NiMoO4-200/NF catalyst exhibits efficient activity toward hydrogen evolution reaction with a low overpotential of only 68 mV in 1.0 mol/L KOH to gain a current density of 10 mA cm(-2),"Normal,only alkaline.",0,0,0,Mo,Ni,O,None,None,None,None,None,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.mtphys.2021.100401,Peoples R China,China Univ Geosci,MATERIALS TODAY PHYSICS,11.021,6/12/2021,7,32,29,NaN,"Due to the presence of metallic Rh, the HER activity of RheRh(3)Se(4)/C is boosted requiring an ultralow overpotentials of 32 mV and 29 mV to attain 10 mA cm(-2) in acidic and alkaline electrolyte with 14.3 mgRh cm(-2), respectively, corresponding to 11- ","Normal,acid and alkaline.",0,1,0,Rh,Se,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apsusc.2021.149218,Peoples R China,Qingdao Univ,APPLIED SURFACE SCIENCE,7.392,3/22/2021,5,NaN,101,NaN,"The as-prepared Cu2O/CNTs nanocomposite materials as electrocatalysts exhibited remarkable electrocatalytic activity towards hydrogen evolution reaction in alkaline solution, with an overpotential of 101 mV at -10 mA cm(-2) and a Tafel slope of 88 mV dec(","Normal,only alkaline.",0,0,0,C,Cu,O,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1002/adfm.202105562,Peoples R China,Liaoning Univ,ADVANCED FUNCTIONAL MATERIALS,19.924,7/27/2021,7,17,33,NaN,"The catalysts exhibit superior catalytic performance toward the hydrogen evolution reaction with high Faradaic efficiency (91.5% and 92.7%), superior turnover frequency (2.1 and 0.69 H-2 s(-1)) at the 50 mV overpotential, and only 17 and 33 mV overpotenti","Normal,acid and alkaline.",0,1,0,C,N,Ir,None,None,None,None,None,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2019.12.155,Peoples R China,Zhejiang Normal Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,3/30/2020,61,27,28,23,"28 mV in 1.0 M KOH, 23 mV in 1.0 M phosphate buffer solution and 27 mV in 0.5 M H2SO4) at the current density of 10 mA cm(-2), surpassing those of commercial Pt/C under such conditions","Normal,acid, alkaline and neutral.",0,0,0,O,P,Pt,Rh,None,None,None,None,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1016/j.jelechem.2020.114552,Peoples R China,Qinghai Normal Univ,JOURNAL OF ELECTROANALYTICAL CHEMISTRY,4.598,1/7/2021,7,NaN,92,NaN,"The results suggest that the Ni-Co-B-Gd/NF electrode exhibits excellent catalytic performance in alkaline solutions, which shows a high electrochemical stability even with overpotential of 92 mV at a current density of 10 mA cm(-2) and Tafel slope of 105 ","Normal,only alkaline.",0,0,0,B,Ce,Co,Gd,Nd,Ni,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.1002/chem.201904337,Peoples R China,Beijing Univ Chem Technol,CHEMISTRY-A EUROPEAN JOURNAL,5.02,11/28/2019,9,NaN,32,NaN,"The Ru/Cu2+1O NT/CuF presents ultrahigh catalytic activities for both the hydrogen evolution reaction (HER) and oxygen evolution reaction (OER) in alkaline conditions, and it exhibits a small overpotential of 32 mV at 10 mA cm(-2) in the HER, and only nee","Normal,only alkaline.",1,1,0,Cu,F,Ru,None,None,None,None,None,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/asia.201701400,Peoples R China,Northeast Normal Univ,CHEMISTRY-AN ASIAN JOURNAL,4.839,12/28/2018,29,109,83,159,"To reach a current density of 10mAcm(-2), only 109, 159, and 83mV were needed for P-Mo2C@NC in 0.5m H2SO4 (pH0), 0.1m phosphate buffer (pH7), and 1m KOH (pH14), respectively","Normal,acid, alkaline and neutral.",0,0,0,C,Mo,O,P,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.ijhydene.2021.04.092,Peoples R China,Chongqing Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,6/23/2021,5,NaN,69,NaN,"The HER performance for the CoNi-LDH@NiCo alloy achieved the current density of 10 mA cm(-2) at overpotential of 69 mV in 1 M KOH solution, improved 60% for h10 by comparing with the pristine NiCo alloy","Normal,only alkaline.",0,0,0,Co,N,Ni,O,None,None,None,None,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10.1016/j.ijhydene.2021.12.264,Peoples R China,Tsinghua Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,3/5/2022,3,118,95.45,NaN,"The designed CoP/o-CC exhibits superior catalytic activity with overpotentials of 118 mV and 95.45 mV to deliver a current density of 10 mA cm-2 in acidic and alkaline solution, respectively, which is superior to most reported studies","Normal,acid and alkaline.",0,0,0,C,Co,P,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsaem.9b00170,Peoples R China,Chinese Acad Sci,ACS APPLIED ENERGY MATERIALS,6.959,5/8/2019,21,NaN,35,NaN,"Hence, the Ni17W3/WO2/NF behaves with superior HER performance delivering merely 35 mV overpotential at 10 mA cm(-2) with a small Tafel slope of 41.6 mV dec(-1) and good durability in alkaline medium, which is comparable to that for commercial Pt/C","Normal,only alkaline.",0,0,0,Ni,O,W,None,None,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.1021/acsami.7b07465,Peoples R China,Lanzhou Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,8/9/2017,80,NaN,98,NaN,"As a result, the optimized Mo(1-x)WxS2@Ni3S2 heterostructure (Mo-W-S-2@Ni3S2) achieves an extremely low overpotential of 98 mV for hydrogen evolution reaction and 285 mV for oxygen evolution reaction at 10 mA cm(-2) in alkaline electrolyte","Normal,only alkaline.",1,1,0,Mo,Ni,S,W,None,None,None,None,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
